date,stock_id,name,changed,split_auction,managed,match_cycle_min,halted,fin_watch
2017-11-08,1333,恩得利,1,0,0,,0,0
2017-11-08,2724,富驛-KY,0,0,0,,1,1
2017-11-08,3064,泰偉,1,0,0,,0,1
2017-11-08,3086,華義,1,0,0,,0,1
2017-11-08,3089,遠昇,1,1,0,030,0,0
2017-11-08,3095,及成,1,1,0,030,0,1
2017-11-08,3219,倚強,0,0,0,,1,1
2017-11-08,3288,點晶,1,1,0,030,0,1
2017-11-08,3310,佳穎,0,0,0,,1,1
2017-11-08,3339,泰谷,1,0,0,,0,1
2017-11-08,3465,祥業,1,1,0,030,0,1
2017-11-08,3516,亞帝歐,0,0,0,,1,1
2017-11-08,3523,迎輝,1,1,0,030,0,1
2017-11-08,3629,群富通,1,0,0,,0,1
2017-11-08,4131,晶宇,1,0,0,,0,1
2017-11-08,4198,環瑞醫,1,0,0,,0,1
2017-11-08,4413,飛寶企業,1,0,0,,0,1
2017-11-08,4415,台原藥,0,0,0,,1,0
2017-11-08,4419,元勝,1,0,0,,0,1
2017-11-08,5205,漢康,1,1,0,030,0,1
2017-11-08,5304,鼎創達,1,1,0,030,0,0
2017-11-08,5314,世紀,1,0,0,,0,1
2017-11-08,5348,系通,1,1,0,030,0,1
2017-11-08,5381,合正,1,1,0,030,0,1
2017-11-08,5455,昇益,1,0,0,,0,1
2017-11-08,5468,凱鈺,1,0,0,,0,1
2017-11-08,5701,劍湖山,1,0,0,,0,1
2017-11-08,6103,合邦,1,1,0,030,0,1
2017-11-08,6198,凌泰,1,0,0,,0,1
2017-11-08,6222,上揚,1,0,0,,0,1
2017-11-08,6259,百徽,1,1,0,030,0,1
2017-11-08,6287,元隆,1,1,0,030,0,0
2017-11-08,6291,沛亨,1,1,0,030,0,1
2017-11-08,8291,尚茂,1,0,0,,0,1
2017-11-08,911613,特藝-DR,0,0,0,,1,0
