date,stock_id,name,changed,split_auction,managed,match_cycle_min,halted,fin_watch
2023-04-18,1799,易威,1,0,0,,0,1
2023-04-18,2724,富驛-KY,1,0,0,,0,1
2023-04-18,3064,泰偉,1,1,0,030,0,1
2023-04-18,3073,天方能源,0,0,0,,1,1
2023-04-18,3085,新零售,1,0,0,,0,1
2023-04-18,3089,億杰,1,0,0,,0,0
2023-04-18,3095,及成,1,0,0,,0,1
2023-04-18,3191,和進,1,0,0,,0,1
2023-04-18,3523,迎輝,1,0,0,,0,1
2023-04-18,3632,研勤,1,0,0,,0,1
2023-04-18,3642,駿熠電,0,0,0,,1,0
2023-04-18,4131,晶宇,1,0,0,,0,1
2023-04-18,4192,杏國,1,1,0,030,0,1
2023-04-18,4419,元勝,1,1,0,030,0,1
2023-04-18,4530,宏易,1,0,0,,0,1
2023-04-18,4609,唐鋒,1,0,0,,0,1
2023-04-18,4712,南璋,1,1,0,030,0,0
2023-04-18,4804,大略-KY,1,0,0,010,0,1
2023-04-18,4806,昇華,0,0,0,,1,1
2023-04-18,4944,兆遠,1,1,0,030,0,0
2023-04-18,4946,辣椒,1,0,0,,0,1
2023-04-18,5345,天揚,1,1,0,030,0,1
2023-04-18,5348,系通,1,0,0,,0,1
2023-04-18,5381,合正,1,0,0,025,0,1
2023-04-18,5701,劍湖山,1,1,0,030,0,1
2023-04-18,6103,合邦,1,0,0,,0,1
2023-04-18,6287,元隆,1,0,0,,0,0
2023-04-18,6404,通訊-KY,1,0,0,,0,0
2023-04-18,8077,洛碁,1,0,0,,0,1
2023-04-18,8080,永利聯合,1,0,0,,0,1
2023-04-18,8291,尚茂,1,1,0,030,0,1
2023-04-18,9950,萬國通,1,1,0,030,0,1
