date,stock_id,name,changed,split_auction,managed,match_cycle_min,halted,fin_watch
2026-08-28,2067,嘉鋼,1,0,0,,0,1
2026-08-28,3064,泰偉,1,0,0,,0,1
2026-08-28,3259,鑫創,1,0,0,,0,1
2026-08-28,3625,西勝,1,0,0,010,0,1
2026-08-28,3629,地心引力,1,1,0,030,0,1
2026-08-28,3632,研勤,1,1,0,030,0,1
2026-08-28,3664,安瑞-KY,1,1,0,030,0,1
2026-08-28,3710,連展投控,1,0,0,,0,1
2026-08-28,4529,淳紳,1,1,0,030,0,1
2026-08-28,4609,唐鋒,1,1,0,030,0,1
2026-08-28,4747,強生,0,0,0,,1,1
2026-08-28,4804,大略-KY,0,0,0,,1,1
2026-08-28,5301,寶得利,1,0,0,,0,1
2026-08-28,5355,佳總,1,0,0,,0,1
2026-08-28,5371,中光電,0,0,0,,1,0
2026-08-28,5701,劍湖山,1,0,0,,0,1
2026-08-28,6236,中湛,1,0,0,,0,1
2026-08-28,8277,商丞,1,0,0,,0,1
2026-08-28,8291,尚茂,1,0,0,,0,1
2026-08-28,8444,綠河-KY,1,1,0,030,0,1
2026-08-28,8933,愛地雅,1,0,0,,0,1
