date,stock_id,name,changed,split_auction,managed,match_cycle_min,halted,fin_watch
2018-10-29,1333,恩得利,1,1,0,030,0,0
2018-10-29,2724,富驛-KY,1,1,0,030,0,1
2018-10-29,3064,泰偉,1,1,0,030,0,1
2018-10-29,3086,華義,1,1,0,030,0,1
2018-10-29,3095,及成,1,1,0,030,0,1
2018-10-29,3162,精確,1,0,0,,0,1
2018-10-29,3207,耀勝,1,0,0,,0,1
2018-10-29,3288,點晶,1,1,0,030,0,1
2018-10-29,3431,長天,1,1,0,030,0,0
2018-10-29,3452,益通,1,0,0,,0,0
2018-10-29,3465,祥業,1,0,0,,0,1
2018-10-29,3520,振維,1,0,0,,0,1
2018-10-29,3523,迎輝,1,0,0,,0,1
2018-10-29,4131,晶宇,1,0,0,,0,1
2018-10-29,4198,環瑞醫,1,0,0,,0,1
2018-10-29,4402,福大,0,0,0,,1,1
2018-10-29,4413,飛寶企業,0,0,0,,1,1
2018-10-29,4415,台原藥,0,0,1,045,0,0
2018-10-29,4419,元勝,1,0,0,,0,1
2018-10-29,4806,昇華,1,0,0,,0,1
2018-10-29,5205,中茂,1,1,0,030,0,1
2018-10-29,5304,鼎創達,1,0,0,,0,0
2018-10-29,5314,世紀,1,0,0,,0,1
2018-10-29,5381,合正,1,0,0,,0,1
2018-10-29,5455,昇益,1,0,0,,0,1
2018-10-29,5468,凱鈺,1,0,0,,0,1
2018-10-29,5520,力泰,0,0,0,,1,1
2018-10-29,5701,劍湖山,1,0,0,,0,1
2018-10-29,6103,合邦,1,1,0,045,0,1
2018-10-29,6198,凌泰,1,0,0,,0,1
2018-10-29,6222,上揚,1,0,0,,0,1
2018-10-29,6236,康呈,1,0,0,,0,1
2018-10-29,6259,百徽,1,1,0,030,0,1
2018-10-29,6287,元隆,1,1,0,030,0,0
2018-10-29,6291,沛亨,1,1,0,030,0,1
2018-10-29,8080,奧斯特,1,1,0,030,0,1
2018-10-29,8287,英格爾,1,1,0,030,0,0
2018-10-29,8291,尚茂,1,0,0,,0,1
2018-10-29,911613,特藝-DR,0,0,0,,1,0
