date,stock_id,name,changed,split_auction,managed,match_cycle_min,halted,fin_watch
2026-09-10,2067,嘉鋼,1,0,0,,0,1
2026-09-10,3064,泰偉,1,0,0,,0,1
2026-09-10,3259,鑫創,1,0,0,,0,1
2026-09-10,3625,西勝,1,0,0,,0,1
2026-09-10,3629,地心引力,1,1,0,030,0,1
2026-09-10,3632,研勤,1,1,0,030,0,1
2026-09-10,3664,安瑞-KY,1,1,0,045,0,1
2026-09-10,3710,連展投控,0,0,0,,1,1
2026-09-10,4529,淳紳,1,1,0,030,0,1
2026-09-10,4609,唐鋒,1,1,0,030,0,1
2026-09-10,4804,大略-KY,0,0,0,,1,1
2026-09-10,5301,寶得利,1,0,0,,0,1
2026-09-10,5355,佳總,1,0,0,,0,1
2026-09-10,5701,劍湖山,1,0,0,,0,1
2026-09-10,6129,普誠,0,0,0,,1,1
2026-09-10,6236,中湛,1,0,0,,0,1
2026-09-10,8059,凱碩,0,0,0,,1,1
2026-09-10,8277,商丞,0,0,0,,1,1
2026-09-10,8291,尚茂,1,0,0,,0,1
2026-09-10,8444,綠河-KY,1,1,0,030,0,1
2026-09-10,8933,愛地雅,1,0,0,,0,1
