date,stock_id,name,changed,split_auction,managed,match_cycle_min,halted,fin_watch
2016-05-05,1333,恩得利,1,0,0,,0,0
2016-05-05,3085,久大,1,0,0,,0,1
2016-05-05,3089,遠昇,1,1,0,030,0,0
2016-05-05,3288,點晶,1,0,0,,0,1
2016-05-05,3339,泰谷,1,0,0,,0,1
2016-05-05,3465,祥業,1,1,0,030,0,1
2016-05-05,3555,重鳥鵬,1,1,0,030,0,1
2016-05-05,3562,頂晶科,1,1,0,030,0,0
2016-05-05,4131,晶宇,1,0,0,,0,1
2016-05-05,4402,福大,1,1,0,030,0,1
2016-05-05,4413,飛寶,1,1,0,030,0,1
2016-05-05,4415,台原藥,0,0,0,,1,0
2016-05-05,4419,松懋,1,1,0,030,0,1
2016-05-05,4950,牧東,1,0,0,,0,1
2016-05-05,5205,漢康,1,1,0,030,0,1
2016-05-05,5304,鼎創達,1,1,0,030,0,0
2016-05-05,5348,系通,1,0,0,,0,1
2016-05-05,5381,合正,1,1,0,030,0,1
2016-05-05,5395,圓方,1,0,0,,0,0
2016-05-05,5455,訊利電,1,0,0,,0,1
2016-05-05,6103,合邦,1,1,0,030,0,1
2016-05-05,6199,天品,0,0,1,045,0,1
2016-05-05,6222,上揚,1,0,0,,0,1
2016-05-05,6240,松崗,1,0,0,,0,1
2016-05-05,6242,立康,1,0,0,,0,1
2016-05-05,6246,臺龍,1,1,0,030,0,1
2016-05-05,6250,宇加,0,0,0,,1,0
2016-05-05,6287,元隆,1,1,0,030,0,0
2016-05-05,6291,沛亨,1,1,0,030,0,1
2016-05-05,8053,巨擘,1,1,0,030,0,0
2016-05-05,8068,全達,1,0,0,,0,1
2016-05-05,8082,漢承泰,1,1,0,030,0,0
2016-05-05,8925,偉盟,0,0,0,,1,0
2016-05-05,8934,衡平,1,0,0,,0,0
2016-05-05,911613,特藝,1,0,0,,0,0
