date,stock_id,name,changed,split_auction,managed,match_cycle_min,halted,fin_watch
2018-11-08,1333,恩得利,1,1,0,030,0,0
2018-11-08,2724,富驛-KY,1,1,0,030,0,1
2018-11-08,3064,泰偉,1,1,0,030,0,1
2018-11-08,3086,華義,1,1,0,030,0,1
2018-11-08,3095,及成,1,1,0,030,0,1
2018-11-08,3162,精確,1,0,0,,0,1
2018-11-08,3207,耀勝,0,0,0,,1,1
2018-11-08,3288,點晶,1,1,0,030,0,1
2018-11-08,3431,長天,1,1,0,030,0,0
2018-11-08,3452,益通,1,0,0,,0,0
2018-11-08,3465,祥業,1,0,0,,0,1
2018-11-08,3520,振維,1,0,0,,0,1
2018-11-08,3523,迎輝,1,0,0,,0,1
2018-11-08,4103,百略,0,0,0,,1,0
2018-11-08,4131,晶宇,1,0,0,,0,1
2018-11-08,4198,環瑞醫,1,0,0,,0,1
2018-11-08,4402,福大,0,0,0,,1,1
2018-11-08,4413,飛寶企業,0,0,0,,1,1
2018-11-08,4415,台原藥,0,0,1,045,0,0
2018-11-08,4419,元勝,1,0,0,,0,1
2018-11-08,4806,昇華,1,0,0,,0,1
2018-11-08,5205,中茂,1,1,0,030,0,1
2018-11-08,5304,鼎創達,1,0,0,,0,0
2018-11-08,5314,世紀,1,0,0,,0,1
2018-11-08,5381,合正,1,0,0,,0,1
2018-11-08,5455,昇益,1,0,0,,0,1
2018-11-08,5468,凱鈺,1,0,0,,0,1
2018-11-08,5701,劍湖山,1,0,0,,0,1
2018-11-08,6103,合邦,1,1,0,030,0,1
2018-11-08,6198,凌泰,1,0,0,,0,1
2018-11-08,6222,上揚,1,0,0,,0,1
2018-11-08,6236,康呈,1,0,0,,0,1
2018-11-08,6259,百徽,1,1,0,030,0,1
2018-11-08,6287,元隆,1,1,0,030,0,0
2018-11-08,6291,沛亨,1,1,0,030,0,1
2018-11-08,8080,奧斯特,1,1,0,030,0,1
2018-11-08,8287,英格爾,1,1,0,030,0,0
2018-11-08,8291,尚茂,1,0,0,,0,1
2018-11-08,911613,特藝-DR,0,0,0,,1,0
