date,stock_id,name,changed,split_auction,managed,match_cycle_min,halted,fin_watch
2015-10-06,1742,台蠟,0,0,0,,1,1
2015-10-06,3085,久大,1,0,0,,0,1
2015-10-06,3126,信億,0,0,0,,1,0
2015-10-06,3465,祥業,1,0,0,,0,1
2015-10-06,3555,擎泰,1,1,0,030,0,1
2015-10-06,3562,頂晶科,1,1,0,030,0,0
2015-10-06,3629,卓韋,1,1,0,030,0,1
2015-10-06,4131,晶宇,1,0,0,,0,1
2015-10-06,4402,福大,1,0,0,,0,1
2015-10-06,4413,飛寶,1,1,0,030,0,1
2015-10-06,4415,台原藥,1,1,0,030,0,0
2015-10-06,4419,松懋,1,0,0,,0,1
2015-10-06,4502,源恆,1,0,0,,0,1
2015-10-06,4530,宏易,1,0,0,,0,1
2015-10-06,4703,揚華,0,0,0,,1,0
2015-10-06,5205,漢康,1,0,0,,0,1
2015-10-06,5304,鼎創達,1,0,0,,0,0
2015-10-06,5348,系通,1,0,0,,0,1
2015-10-06,5364,力麗店,0,0,1,045,0,1
2015-10-06,5381,合正,1,0,0,,0,1
2015-10-06,5395,圓方,1,0,0,,0,0
2015-10-06,5455,訊利電,1,0,0,,0,1
2015-10-06,5506,長鴻,1,1,0,030,0,0
2015-10-06,6103,合邦,1,1,0,030,0,1
2015-10-06,6135,佳營,0,0,0,,1,0
2015-10-06,6199,天品,0,0,1,045,0,1
2015-10-06,6240,松崗,1,0,0,,0,1
2015-10-06,6242,立康,1,0,0,,0,1
2015-10-06,6246,臺龍,1,1,0,030,0,1
2015-10-06,6250,宇加,1,1,0,030,0,0
2015-10-06,6287,元隆,1,1,0,030,0,0
2015-10-06,6291,沛亨,1,1,0,030,0,1
2015-10-06,8053,巨擘,1,1,0,030,0,0
2015-10-06,8068,全達,1,0,0,,0,1
2015-10-06,8082,漢承泰,1,1,0,030,0,0
2015-10-06,8925,偉盟,1,0,0,,0,0
2015-10-06,8934,衡平,1,0,0,,0,0
2015-10-06,911613,特藝,1,0,0,,0,0
