stock_id,name,period,market,流動資產,非流動資產,資產總計,流動負債,非流動負債,負債總額,股本,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總額,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
1737,臺鹽,2015Q4,twse,2319367,4531734,6851101,403637,586438,990075,2000000,2488261,1390583,-17818,,5861026,,,,5861026,,0,0,29.31
1752,南光,2015Q4,twse,1072452,1972968,3045420,620927,430175,1051102,1002498,666198,325622,,0,,,,,1994318,0,5124186,0,19.89
1760,寶齡富錦,2015Q4,twse,684906,490451,1175357,315561,84768,400329,562498,129662,76448,6420,,775028,,,0,775028,,0,0,13.78
1762,中化生,2015Q4,twse,864494,2006139,2870633,635101,371738,1006839,775600,334323,728805,-3018,,1835710,,,28084,1863794,,0,0,23.67
1773,勝一,2015Q4,twse,2255861,2794937,5050798,730346,306420,1036766,1500000,101228,2381592,31212,,4014032,,,,4014032,0,0,0,26.76
1776,展宇,2015Q4,twse,1268287,855176,2123463,576124,328252,904376,613762,9487,433128,19946,,1076323,,,142764,1219087,0,0,0,17.54
1783,和康生,2015Q4,twse,702538,465702,1168240,63343,275042,338385,708470,184359,-63363,389,0,829855,,,0,829855,0,0,0,11.71
1786,科妍,2015Q4,twse,565624,507128,1072752,67665,56491,124156,535000,482118,57424,-140,-125806,948596,,,,948596,0,0,1900000,18.38
1789,神隆,2015Q4,twse,6032910,6188685,12221595,2274983,89619,2364602,7310829,1265544,1211525,69095,,9856993,,,,9856993,0,0,0,13.48
1795,美時,2015Q4,twse,4256928,11245013,15501941,1763332,5007977,6771309,2384917,6153905,-619551,-93224,-22888,7803159,,,927473,8730632,,0,291000,32.76
1802,台玻,2015Q4,twse,25243735,70785988,96029723,32807140,15937046,48744186,25080608,754472,16164761,1856600,,43856441,,,3429096,47285537,0,0,0,17.49
1805,寶徠,2015Q4,twse,1380653,121282,1501935,550761,53710,604471,802654,51614,43196,0,0,897464,,,0,897464,0,0,0,11.18
1806,冠軍,2015Q4,twse,6114833,7160287,13275120,3824965,2079688,5904653,4373351,147735,2098410,776237,-25266,7370467,,,0,7370467,0,0,3553000,16.99
1808,潤隆,2015Q4,twse,14119679,2527062,16646741,8926600,2559347,11485947,2330323,1500875,1328922,674,,,,,,5160794,0,0,0,22.15
1809,中釉,2015Q4,twse,3657773,2102293,5760066,882760,434129,1316889,1898204,127981,1438869,112418,,3577472,,,865705,4443177,,0,0,18.85
1810,和成,2015Q4,twse,4979424,6296100,11275524,3753666,1881661,5635327,3698536,13079,1351599,484915,-16582,5531547,,,108650,5640197,0,0,1733812,15.03
1817,凱撒衛,2015Q4,twse,965543,876470,1842013,267310,80972,348282,726000,277452,554197,-63925,,1493724,,,7,1493731,,0,0,20.57
1903,士紙,2015Q4,twse,783634,5798616,6582250,1761606,1614252,3375858,2600391,0,589199,16802,0,3206392,,,,3206392,,0,0,12.33
1904,正隆,2015Q4,twse,22442714,36527984,58970698,18120993,17749551,35870544,11082745,1314022,7149838,172221,,19718826,,,3381328,23100154,0,0,0,17.79
1905,華紙,2015Q4,twse,13080307,17345832,30426139,7770394,3553031,11323425,11028353,27286,4507038,946780,0,16509457,,,2593257,19102714,,0,0,14.97
1906,寶隆,2015Q4,twse,170537,3885808,4056345,1110291,437393,1547684,1510000,194928,601233,57294,-6962,2356493,,,152168,2508661,0,0,1188937,15.73
1907,永豐餘,2015Q4,twse,39714896,73676004,113390900,34985804,33128068,68113872,16603715,685256,12723650,5533599,,35546220,,,9730808,45277028,0,0,0,21.41
1909,榮成,2015Q4,twse,12666690,34583342,47250032,17343797,14362579,31706376,8371133,1401752,4310271,390377,-27254,14446279,,,1097377,15543656,,0,2810000,17.32
2002,中鋼,2015Q4,twse,135142176,542996840,678139016,134366854,223047329,357414183,157731290,37612027,99630738,7924408,-8577644,294320819,,,26404014,320724833,,0,318036000,19.04
2006,東和鋼鐵,2015Q4,twse,14890132,21190336,36080468,9570672,3433779,13004451,9982215,6225993,6620474,163259,0,22991941,0,,84076,23076017,0,0,0,23.03
2007,燁興,2015Q4,twse,2154192,11957577,14111769,1796562,8626954,10423516,6306516,6101,-2631570,5415,0,3686462,,,1791,3688253,0,0,0,5.85
2008,高興昌,2015Q4,twse,1977866,3730691,5708557,1933631,266906,2200537,2754873,110224,1064618,-394322,-27373,,,,,3508020,,0,3145000,12.88
2009,第一銅,2015Q4,twse,1787382,2775629,4563011,1303437,383848,1687285,3596222,4619,363860,-1088975,,,,,,2875726,0,0,0,8.00
2010,春源,2015Q4,twse,9642332,6746669,16389001,3475470,1643983,5119453,6476554,159848,3696140,251088,,10583630,,,685918,11269548,,0,0,16.34
2012,春雨,2015Q4,twse,7148832,4118481,11267313,5943938,1232983,7176921,2877740,44263,684477,198188,-288910,3515758,,,574634,4090392,0,0,23830450,13.32
2013,中鋼構,2015Q4,twse,10812451,4148816,14961267,10050667,537458,10588125,2000000,1202828,1155544,150932,-136162,4373142,,,0,4373142,0,0,6804767,22.64
2014,中鴻,2015Q4,twse,6524665,24078158,30602823,11066341,12898227,23964568,14355444,903,-6400684,-1317408,,6638255,,,,6638255,0,0,0,4.62
2015,豐興,2015Q4,twse,8268197,10775323,19043520,2504534,247656,2752190,5815994,447280,10084205,-56149,0,16291330,0,,0,16291330,0,0,0,28.01
2017,官田鋼,2015Q4,twse,2181363,5517726,7699089,1662295,1136354,2798649,3271459,719427,-254059,-3215,-76869,3656743,,,1243697,4900440,,0,6235086,11.39
2020,美亞,2015Q4,twse,2908262,2653702,5561964,2261527,378881,2640408,2531261,297914,193955,-191399,-83761,2747970,,,173586,2921556,6450000,0,6450000,11.44
2022,聚亨,2015Q4,twse,4017784,9027222,13045006,4134732,3150471,7285203,5470911,39824,-1478374,301061,,4333422,,,1426381,5759803,0,0,0,7.92
2023,燁輝,2015Q4,twse,21294005,55065991,76359996,17614075,29742076,47356151,17180905,4673787,3384660,645189,0,25884541,,,3119304,29003845,0,0,0,15.07
2024,志聯,2015Q4,twse,885691,1237645,2123336,690377,357000,1047377,975000,10438,90521,0,0,1075959,0,,0,1075959,0,0,0,11.04
2025,千興,2015Q4,twse,1120481,1453224,2573705,1410185,17577,1427762,3228341,449535,-2494147,-2002,-35833,1145894,,,49,1145943,,0,41666788,4.08
2027,大成鋼,2015Q4,twse,37365188,9706617,47071805,14115606,17525226,31640832,8081809,715082,2294153,803907,-555084,11339867,,,4091106,15430973,0,0,36203000,14.69
2028,威致,2015Q4,twse,1063339,4150796,5214135,1193093,3203118,4396211,5428580,46190,-4656846,,,,,,,817924,0,0,0,1.51
2029,盛餘,2015Q4,twse,6079581,3572750,9652331,831317,1100081,1931398,3211800,992084,3422482,65068,0,7691434,,,29499,7720933,0,0,0,23.95
2030,彰源,2015Q4,twse,6062488,4748672,10811160,4454524,3115220,7569744,2865260,473364,-163015,116199,-50392,3241416,,,,3241416,,0,5132000,11.52
2031,新光鋼,2015Q4,twse,6264490,4425761,10690251,4996081,1533660,6529741,2756380,1045575,810751,-482368,0,4130338,,,30172,4160510,,0,0,14.98
2032,新鋼,2015Q4,twse,1176174,851363,2027537,139527,264361,403888,1305215,107011,211241,182,,,,,,1623649,0,0,0,12.44
2033,佳大,2015Q4,twse,617143,649536,1266679,342399,13713,356112,806945,17629,85667,326,0,,,,,910567,0,0,0,11.28
2034,允強,2015Q4,twse,6538939,3639985,10178924,2642765,486101,3128866,3701189,1848637,1510476,-10244,0,7050058,,,0,7050058,0,0,0,19.05
2038,海光,2015Q4,twse,2238008,3824843,6062851,2026903,1095096,3121999,1726329,268292,555909,0,,2550530,,,390322,2940852,0,0,0,14.77
2049,上銀,2015Q4,twse,13572645,19193574,32766219,11526855,6738634,18265489,2692785,311955,10732921,-91624,,13646037,,,854693,14500730,,0,0,50.68
2059,川湖,2015Q4,twse,7729968,1511495,9241463,1011430,161211,1172641,952971,796691,6308623,10537,0,8068822,,,0,8068822,0,0,0,84.67
2062,橋椿,2015Q4,twse,3441640,6291247,9732887,2371264,2223711,4594975,1634046,1324098,1974352,205416,,5137912,,,,5137912,,0,0,31.44
2069,運錩,2015Q4,twse,2292961,2500347,4793308,1729679,789914,2519593,1121560,934058,242928,17629,-42460,2273715,,,,2273715,,0,2200000,20.68
2101,南港,2015Q4,twse,13693101,9567781,23260882,9019538,2324682,11344220,8339349,119042,2381849,1076422,0,11916662,,,0,11916662,,0,0,14.29
2102,泰豐,2015Q4,twse,5001780,8216031,13217811,1365016,1680468,3045484,4640483,141673,5402308,170898,-183035,10172327,0,,,10172327,0,0,13485890,22.58
2103,台橡,2015Q4,twse,12389236,17604749,29993985,7974847,3942024,11916871,8257099,849,5414016,2572721,,16244685,,,1832429,18077114,0,0,0,19.67
2104,國際中橡,2015Q4,twse,15480045,13603325,29083370,7912506,3153804,11066310,5986543,3792857,5140748,2393058,-290088,17023118,,,993942,18017060,,0,11289633,28.98
2105,正新,2015Q4,twse,52347130,113611092,165958222,37390371,38615267,76005638,32414155,52576,54875387,1819019,,89161137,,,791447,89952584,0,0,0,27.51
2106,建大,2015Q4,twse,28072069,12752491,40824560,7124604,12013571,19138175,8572800,41,11931858,1181656,0,21686355,0,,30,21686385,0,0,0,25.30
2107,厚生,2015Q4,twse,10714652,4414980,15129632,2930438,232446,3162884,4904684,528814,6745831,-204550,-7044,11967735,,,-987,11966748,0,0,431000,24.42
2108,南帝,2015Q4,twse,5202506,3422920,8625426,1059052,439518,1498570,4253680,,2550512,130303,,6934495,,,192361,7126856,0,0,0,16.30
2109,華豐,2015Q4,twse,4187956,4276174,8464130,1796297,1595104,3391401,3258325,135427,456716,182747,0,4033215,,,1039514,5072729,0,0,0,12.38
2114,鑫永銓,2015Q4,twse,1300780,1255237,2556017,290050,39805,329855,675253,233619,1314317,240,,2223429,,,2733,2226162,0,0,0,32.93
2115,六暉-KY,2015Q4,twse,2158021,771554,2929575,445140,424165,869305,744947,442724,880898,-8299,,2060270,,,0,2060270,0,0,0,27.66
2201,裕隆,2015Q4,twse,122157795,89844295,212002090,118623293,12197154,130820447,15729199,6650489,46911456,2563084,-376304,71477924,,,9703719,81181643,,0,11838582,45.79
2204,中華,2015Q4,twse,23381141,39300890,62682031,7694923,2327897,10022820,13840508,6404906,27800054,1469877,,49515345,,,3143866,52659211,,0,0,35.78
2206,三陽工業,2015Q4,twse,21549505,21398070,42947575,18851545,5586041,24437586,8800446,1760142,6815055,-558153,-132816,16684674,,,1825315,18509989,0,0,19761237,19.39
2207,和泰車,2015Q4,twse,112191531,53000997,165192528,100160627,19254939,119415566,5461792,263060,32530119,1109168,,39364139,,,6412823,45776962,0,0,0,72.07
2208,台船,2015Q4,twse,11745033,11994533,23739566,6928795,2946399,9875194,7435652,1965,6375720,,,13813337,,,51035,13864372,0,0,0,18.58
2227,裕日車,2015Q4,twse,12313731,18865304,31179035,6989699,2234158,9223857,3000000,6129405,11523312,1302461,,21955178,,,,21955178,,0,0,73.18
2228,劍麟,2015Q4,twse,2561829,1684820,4246649,618774,291710,910484,751941,1001985,1544663,37576,,3336165,,,,3336165,0,0,0,44.37
2231,為升,2015Q4,twse,2363878,978215,3342093,582138,222895,805033,834245,239695,1381975,48982,,2504897,,,32163,2537060,0,0,0,30.03
2233,宇隆,2015Q4,twse,1610430,1174650,2785080,458486,134872,593358,492148,1065860,571850,61864,,2191722,,,0,2191722,,0,0,44.53
2236,百達-KY,2015Q4,twse,1345152,481790,1826942,484613,25614,510227,338670,356161,347318,66885,,1109034,,,207681,1316715,0,0,0,32.75
2237,華德動能-創,2015Q4,twse,347189,86848,434037,313946,18704,332650,242300,0,-140913,,,,,,,101387,,0,0,4.18
2239,英利-KY,2015Q4,twse,6932263,7680941,14613204,6685584,747031,7432615,1000000,5600401,694529,-114341,,7180589,,,,7180589,0,0,0,71.81
2241,艾姆勒,2015Q4,twse,291166,646336,937502,63602,76820,140422,544545,183170,69365,,,,,,,797080,0,0,0,14.64
2243,宏旭-KY,2015Q4,twse,3415941,659857,4075798,3582516,13466,3595982,75000,367831,35147,1838,,479816,,,,479816,0,0,0,63.98
2301,光寶科,2015Q4,twse,150568075,59085788,209653863,109830689,20139581,129970270,23349283,27326434,23366328,3195188,-1248722,75988511,,,3695082,79683593,,0,26708228,32.92
2302,麗正,2015Q4,twse,505025,1558035,2063060,267563,76837,344400,1663029,9,28658,26964,0,1718660,,,0,1718660,0,0,0,10.33
2303,聯電,2015Q4,twse,94816521,242550289,337366810,48245518,60303889,108549407,127581329,41651569,50707642,10675404,-3825606,226790338,,,2027065,228817403,,0,349892937,18.28
2305,全友,2015Q4,twse,1827233,1303675,3130908,1125381,121131,1246512,2056608,0,-634898,480242,-49781,1852171,,,32225,1884396,0,0,2934365,9.14
2308,台達電,2015Q4,twse,132153481,94122455,226275936,76352296,20370831,96723127,25975433,48344161,46131086,3919507,,124370187,,,5182622,129552809,0,0,0,47.88
2312,金寶,2015Q4,twse,15771460,25808645,41580105,18864509,5487037,24351546,14581132,426996,1565320,1437468,-1312714,16698202,0,,530357,17228559,0,0,92349408,12.23
2313,華通,2015Q4,twse,27551448,23961294,51512742,17478783,13254397,30733180,11918206,1016898,6210855,1633603,,20779562,,,0,20779562,0,0,0,17.44
2314,台揚,2015Q4,twse,4139663,1722903,5862566,3543229,309050,3852279,4006452,565804,-2647431,85357,,2010182,,,105,2010287,0,0,0,5.02
2316,楠梓電,2015Q4,twse,10654194,4479869,15134063,2155437,2759134,4914571,3083126,253727,6789157,192407,-98925,10219492,,,,10219492,0,0,1896964,33.35
2317,鴻海,2015Q4,twse,1788218973,520080904,2308299877,1056122201,191786597,1247908798,156382881,81736538,709407639,60121681,-18901,1007629838,,,52761241,1060391079,0,0,1685317,64.44
2321,東訊,2015Q4,twse,1940325,557248,2497573,1766669,321531,2088200,6306652,2836,-5872880,-337609,-13784,85215,,,324158,409373,,0,2821207,0.14
2323,中環,2015Q4,twse,12307926,21279266,33587192,5859560,3577392,9436952,20667435,5947860,-2825458,196392,-343199,23643030,,,507210,24150240,0,0,55576124,11.76
2324,仁寶,2015Q4,twse,277783476,50142099,327925575,202757075,15570384,218327459,44711266,12838638,51877511,-3926881,-1724739,103775795,,,5822321,109598116,,0,93833431,23.71
2327,國巨*,2015Q4,twse,24783107,22764786,47547893,19179565,3069802,22249367,6515947,554298,17725676,607119,-215300,25187740,,,110786,25298526,0,0,4045000,38.90
2328,廣宇,2015Q4,twse,13011823,5764112,18775935,7051025,408395,7459420,5183462,1405063,3080799,299179,-141957,9826546,,,1489969,11316515,0,0,10000000,19.33
2329,華泰,2015Q4,twse,6384662,11323886,17708548,9913263,1631248,11544511,8060158,2137,-2285922,243453,,6019826,,,144211,6164037,,0,0,7.47
2330,台積電,2015Q4,twse,746743991,910774307,1657518298,212228594,222655225,434883819,259303805,56300215,894293586,11774113,,1221671719,,,962760,1222634479,0,0,0,47.11
2331,精英,2015Q4,twse,19240314,7003961,26244275,11158840,631634,11790474,5574030,6489280,2006413,286131,,14355854,,,97947,14453801,0,0,0,25.75
2332,友訊,2015Q4,twse,14450337,6812282,21262619,8618313,1598747,10217060,6769961,1969201,3208922,-678132,-636895,10633057,,,412502,11045559,0,0,44192000,16.80
2337,旺宏,2015Q4,twse,18525140,19102522,37627662,9912438,9286384,19198822,36171591,54936,-18304273,656884,-159061,18420077,,,8763,18428840,689800,0,3899382,5.10
2338,光罩,2015Q4,twse,2274628,1679979,3954607,294919,42062,336981,2527136,220924,796254,-20506,-290994,3232814,,,384812,3617626,0,0,49778440,15.93
2340,台亞,2015Q4,twse,7384082,4389365,11773447,2732491,1325408,4057899,5456621,641656,1612768,27652,-26699,7711998,,,3550,7715548,0,0,1107276,14.16
2342,茂矽,2015Q4,twse,1252168,1341315,2593483,1486714,141414,1628128,3722549,3,-2836782,6261,-3,892028,,,73327,965355,0,0,86,2.40
2344,華邦電,2015Q4,twse,24712757,37885010,62597767,12333195,10166033,22499228,35800002,2470292,2086060,-1347996,-106387,38901971,,,1196568,40098539,,0,7518364,10.89
2345,智邦,2015Q4,twse,13507434,1480103,14987537,6781857,26317,6808174,5369759,654795,1919162,279107,-50999,8171824,,,7539,8179363,,0,2209867,15.28
2347,聯強,2015Q4,twse,108630164,26157354,134787518,90344707,567519,90912226,15885209,14139722,12919884,-126513,,42818302,,,1056990,43875292,0,0,0,26.95
2348,海悅,2015Q4,twse,1791017,267537,2058554,414805,529796,944601,856000,0,232673,0,,1088673,,,25280,1113953,0,0,0,12.72
2349,錸德,2015Q4,twse,8694565,22176349,30870914,5354882,5350486,10705368,26129274,700961,-8461353,-160635,-2588828,15619419,,,4546127,20165546,0,0,42957903,6.08
2351,順德,2015Q4,twse,5006868,4907985,9914853,3021356,1785476,4806832,1821453,485271,2493275,47529,,4847528,,,260493,5108021,0,0,0,26.61
2352,佳世達,2015Q4,twse,55828757,44415074,100243831,52075388,16797720,68873108,19667820,2179038,3545665,1879359,0,27271882,0,,4098841,31370723,,0,0,13.87
2353,宏碁,2015Q4,twse,132949777,38792426,171742203,102576092,3311010,105887102,30854428,36232755,1451899,228505,-2914856,65852731,,,2370,65855101,0,0,46746290,21.67
2354,鴻準,2015Q4,twse,102516113,20868772,123384885,31706661,704866,32411527,13950240,7470233,62648228,6822954,,90891655,,,81703,90973358,0,0,0,65.15
2355,敬鵬,2015Q4,twse,14750952,9724048,24475000,7880617,796972,8677589,3974954,1574389,9143407,597843,,15290593,,,506818,15797411,0,0,0,38.47
2356,英業達,2015Q4,twse,133577659,42168814,175746473,98771869,14075755,112847624,35874751,2912784,14883819,2809350,,56480704,,,6418145,62898849,0,0,0,15.74
2357,華碩,2015Q4,twse,258336700,75268173,333604873,152738006,11438921,164176927,7427603,4719653,125934543,29270140,,167351939,,,2076007,169427946,0,0,0,225.31
2359,所羅門,2015Q4,twse,4192469,1958477,6150946,1154613,27387,1182000,1714711,126779,2660051,50297,-6042,4545796,,,423150,4968946,0,0,100432,26.53
2360,致茂,2015Q4,twse,9632600,6427839,16060439,3112654,3416489,6529143,3791699,1302269,3952185,399665,-35714,9410104,,,121192,9531296,,0,1915579,24.94
2362,藍天,2015Q4,twse,20445573,102018504,122464077,21891037,52028317,73919354,6831630,1532315,36432784,4160167,-426378,48530518,,,14205,48544723,0,0,34047265,74.76
2363,矽統,2015Q4,twse,1515234,5674489,7189723,81030,1206,82236,6135350,32604,-534725,1474258,0,7107487,,,0,7107487,,0,4,11.58
2364,倫飛,2015Q4,twse,629394,785657,1415051,856068,4778,860846,1901615,3397,-962513,20611,-409026,554084,,,121,554205,0,0,6087783,3.01
2365,昆盈,2015Q4,twse,3441301,2676517,6117818,1448564,379845,1828409,3061535,573475,846962,-70069,-211424,4200479,,,88930,4289409,,0,17383000,14.55
2367,燿華,2015Q4,twse,6978586,12317040,19295626,5999622,3486528,9486150,5559654,3102818,771190,296980,0,9730642,,,78834,9809476,0,0,0,17.50
2368,金像電,2015Q4,twse,12729080,9458274,22187354,12001079,2983128,14984207,5649129,1445337,-43920,345828,-193227,7203147,,,,7203147,0,0,15723750,13.12
2369,菱生,2015Q4,twse,3621446,6047810,9669256,1490277,1947437,3437714,3801023,1619202,803201,20887,-176415,6067898,,,163644,6231542,,0,5658911,16.21
2371,大同,2015Q4,twse,86960951,114957667,201918618,104017444,48989315,153006759,23395367,785376,6983139,242144,-806870,30599156,,,18312703,48911859,,0,70931341,13.49
2373,震旦行,2015Q4,twse,9109082,5549737,14658819,4682734,1783686,6466420,3374322,1640705,3013294,626780,-1353627,7301474,,,890925,8192399,,0,28751997,23.65
2374,佳能,2015Q4,twse,8795084,5222319,14017403,5180123,102557,5282680,2828310,1558449,4041792,139123,-1533,8566141,,,168582,8734723,0,5000,153300,30.30
2375,凱美,2015Q4,twse,2421783,260266,2682049,991027,4893,995920,615183,,892836,194544,-16434,1686129,,,,1686129,,0,1154000,27.93
2376,技嘉,2015Q4,twse,27846683,5393950,33240633,10132956,554258,10687214,6290629,4601581,11399606,247152,,22538968,,,14451,22553419,,0,0,35.83
2377,微星,2015Q4,twse,40285522,6245347,46530869,20542332,246520,20788852,8448562,2920142,13843360,529953,0,25742017,,,0,25742017,0,0,0,30.47
2379,瑞昱,2015Q4,twse,37556687,9390761,46947448,23748641,908926,24657567,5049513,4405169,10947862,1877712,,22280256,,,9625,22289881,0,0,0,44.12
2380,虹光,2015Q4,twse,2388879,1579840,3968719,516654,208139,724793,2168519,789992,151295,171505,-38164,3243147,,,779,3243926,0,0,4292078,15.26
2382,廣達,2015Q4,twse,470481843,61092376,531574219,368975326,22513209,391488535,38626274,14042566,84830358,-4423795,-333094,132742309,0,,7343375,140085684,0,0,8108885,34.44
2383,台光電,2015Q4,twse,12575994,5131835,17707829,6295239,1720810,8016049,3175051,432549,5616843,456175,,9680618,,,11162,9691780,0,0,0,30.49
2385,群光,2015Q4,twse,36417796,22642388,59060184,30223111,2632556,32855667,7038101,4090426,12502625,-951489,-311277,22368386,,,3836131,26204517,0,0,36808346,33.54
2387,精元,2015Q4,twse,11426590,4707040,16133630,6973963,149777,7123740,3133454,6342,4827270,379669,-179934,8166801,,,843089,9009890,0,0,12116414,27.11
2388,威盛,2015Q4,twse,4069505,4996523,9066028,4251463,2112130,6363593,4933034,2302,-2623716,170384,,2482004,,,220431,2702435,0,0,0,5.03
2390,云辰,2015Q4,twse,1529108,1956682,3485790,762046,64932,826978,2153033,345683,221749,-32603,-42829,2645033,,,13779,2658812,,0,1731000,12.38
2392,正崴,2015Q4,twse,39766048,36159083,75925131,36240163,10243247,46483410,5123269,9407975,9307679,1988291,,25827214,,,3614507,29441721,0,0,0,50.41
2393,億光,2015Q4,twse,23968608,13329803,37298411,10683248,8588165,19271413,4364519,8977178,4744839,-636788,,17449748,,,577250,18026998,0,0,0,39.98
2395,研華,2015Q4,twse,18085746,15893387,33979133,9242530,1282826,10525356,6318531,5587555,11061291,340124,0,23307501,,,146276,23453777,0,0,0,36.89
2397,友通,2015Q4,twse,2870322,842535,3712857,579423,107531,686954,1148399,791214,1132879,-41242,-5349,3025901,0,,2,3025903,,0,151000,26.38
2399,映泰,2015Q4,twse,2568205,548419,3116624,706013,76754,782767,1781000,91712,460385,760,,2333857,,,,2333857,,0,0,13.10
2401,凌陽,2015Q4,twse,8705229,6893778,15599007,2740858,1632909,4373767,5919949,897317,2444655,331492,-63401,9530012,,,1695228,11225240,,0,3559996,16.20
2402,毅嘉,2015Q4,twse,7318480,4018188,11336668,2436273,1939994,4376267,3413871,2409866,1102538,424824,-390698,6960401,,,,6960401,,0,18383000,21.55
2404,漢唐,2015Q4,twse,12030202,2672805,14703007,8165608,314569,8480177,2382334,606300,3281856,-65002,-2628,6202860,,,19970,6222830,0,0,141615,26.05
2405,輔信,2015Q4,twse,4020074,761769,4781843,881109,68593,949702,3483333,235552,10157,212147,-87196,3853993,,,-21852,3832141,,0,8800000,11.35
2406,國碩,2015Q4,twse,13909839,7695065,21604904,7581127,4613118,12194245,3320961,2621205,117428,-61335,,5998259,,,3412400,9410659,0,21268300,0,18.06
2408,南亞科,2015Q4,twse,17822621,86183416,104006037,35229599,13922063,49151662,24285658,7812701,22991433,-4570,-347533,54737689,0,,116686,54854375,0,0,687559,22.55
2409,友達,2015Q4,twse,161992140,263562105,425554245,141349389,79568451,220917840,96242451,60249983,20407277,5085511,,181985222,,,22651183,204636405,,0,0,18.91
2412,中華電,2015Q4,twse,76206844,376814248,453021092,58526087,20486002,79012089,77574465,168095615,122801129,268719,,368739928,,,5269075,374009003,,0,0,47.53
2413,環科,2015Q4,twse,2555969,2081415,4637384,1525858,1075408,2601266,1273592,369225,180980,211454,,2035251,,,867,2036118,,0,0,15.98
2414,精技,2015Q4,twse,4815715,1237949,6053664,2959496,104318,3063814,1617358,309755,581012,1707,,2509832,,,480018,2989850,,0,0,15.52
2415,錩新,2015Q4,twse,2555415,1436597,3992012,2128390,111622,2240012,911774,213973,364007,101223,-1394,1589583,,,162417,1752000,,0,100000,17.45
2417,圓剛,2015Q4,twse,2668510,2320481,4988991,633100,29188,662288,1928923,551011,512396,21666,0,3013996,0,,1312707,4326703,0,0,0,15.63
2419,仲琦,2015Q4,twse,5846013,1322175,7168188,3053091,639825,3692916,2242826,522030,300676,24721,0,3090253,,,385019,3475272,0,371426,0,13.78
2420,新巨,2015Q4,twse,2223466,3663980,5887446,1283967,1749748,3033715,1526487,135455,1141363,13771,0,2817076,0,,36655,2853731,0,0,0,18.45
2421,建準,2015Q4,twse,5447897,2075287,7523184,3338803,177147,3515950,2509297,344242,1047805,108618,-38437,3971525,,,35709,4007234,,0,2500000,15.99
2423,固緯,2015Q4,twse,1673736,1320166,2993902,582451,315954,898405,1381402,4047,613416,88621,0,2087486,,,8011,2095497,0,0,0,15.11
2424,隴華,2015Q4,twse,405201,105580,510781,4884,931,5815,300000,,195554,9412,,504966,,,,504966,,0,0,16.83
2425,承啟,2015Q4,twse,2789053,180018,2969071,1193316,1796,1195112,1092488,,674887,6584,,1773959,,,,1773959,0,0,0,16.24
2426,鼎元,2015Q4,twse,3103796,1913697,5017493,1223614,181152,1404766,2905471,256036,434266,-33242,0,3562531,,,50196,3612727,,0,0,12.26
2427,三商電,2015Q4,twse,2315156,1278726,3593882,1349972,150833,1500805,1873145,94748,57408,80567,-24234,2081634,,,11443,2093077,0,0,3000000,11.29
2428,興勤,2015Q4,twse,4824273,1606091,6430364,1263568,428975,1692543,1281127,348263,2690589,265661,0,4585640,,,152181,4737821,0,0,0,35.79
2429,銘旺科,2015Q4,twse,231757,467556,699313,311781,44157,355938,368000,61071,-85696,0,0,,,,,343375,0,0,0,9.33
2430,燦坤,2015Q4,twse,4576476,5088544,9665020,4656083,468581,5124664,1674631,1258248,1663182,-73682,,4522379,,,17977,4540356,0,0,0,27.01
2431,聯昌,2015Q4,twse,1971176,748594,2719770,1025201,38269,1063470,1109270,187070,341618,18342,,1656300,,,,1656300,0,0,0,14.93
2433,互盛電,2015Q4,twse,2964937,4380282,7345219,2570384,730765,3301149,1444960,41153,1178292,904591,,3568996,,,475074,4044070,,0,0,24.70
2434,統懋,2015Q4,twse,528601,680341,1208942,108844,251846,360690,1106776,0,-268195,9671,,848252,0,,0,848252,,0,0,7.66
2436,偉詮電,2015Q4,twse,3068026,298165,3366191,489226,91050,580276,2214000,1960,712506,-147520,0,2780946,,,4969,2785915,0,0,0,12.56
2438,翔耀,2015Q4,twse,322630,763173,1085803,248940,148392,397332,752159,0,-248927,-84571,0,418661,,,269810,688471,0,0,0,5.57
2439,美律,2015Q4,twse,7327852,4057856,11385708,3693363,1882241,5575604,1850273,1342694,2438103,268740,-103058,5796752,,,13352,5810104,0,0,2269000,31.72
2440,太空梭,2015Q4,twse,1349962,870223,2220185,1020457,50011,1070468,1391173,9128,-348909,98325,0,1149717,0,,0,1149717,0,0,0,8.26
2441,超豐,2015Q4,twse,7978283,7835885,15814168,1877377,183945,2061322,5688459,394153,7670234,,,,,,,13752846,,0,0,24.18
2442,新美齊,2015Q4,twse,4546419,573268,5119687,2843159,19491,2862650,1990455,-1046,257000,-21372,,2225037,,,32000,2257037,0,0,0,11.18
2444,兆勁,2015Q4,twse,988005,661251,1649256,450107,287906,738013,854375,36471,28769,-8372,,911243,,,0,911243,0,0,0,10.67
2449,京元電子,2015Q4,twse,11095165,29336971,40432136,6143296,11931687,18074983,11622944,5987947,4548443,192939,0,22352273,,,4880,22357153,,0,0,19.23
2450,神腦,2015Q4,twse,7422739,2792528,10215267,4324620,137661,4462281,2582527,677819,2885436,69112,-492770,5722124,,,30862,5752986,,0,10000000,23.05
