date,stock_id,name,split_auction
2015-03-30,1449,佳和,0
2015-03-30,1456,怡華,0
2015-03-30,1516,川飛,0
2015-03-30,1529,樂士,1
2015-03-30,2321,東訊,1
2015-03-30,2348,海悅,0
2015-03-30,2361,鴻友,1
2015-03-30,2364,倫飛,0
2015-03-30,2388,威盛,0
2015-03-30,2429,銘旺科,0
2015-03-30,2438,翔耀,0
2015-03-30,2475,華映,1
2015-03-30,2496,卓越,1
2015-03-30,3043,科風,1
2015-03-30,3051,力特,0
2015-03-30,3536,誠創,1
2015-03-30,3701,大眾控,0
2015-03-30,6172,互億,0
2015-03-30,6225,天瀚,1
2015-03-30,6289,華上,0
2015-03-30,9106,新焦點,0
2015-03-30,911868,同方友,0
