date,stock_id,name,split_auction
2017-06-21,1418,東華,1
2017-06-21,1529,樂士,1
2017-06-21,2025,千興,0
2017-06-21,2028,威致,0
2017-06-21,2321,東訊,1
2017-06-21,2342,茂矽,1
2017-06-21,2364,倫飛,0
2017-06-21,2465,麗臺,0
2017-06-21,2475,華映,1
2017-06-21,3043,科風,1
2017-06-21,3046,建碁,0
2017-06-21,3383,新世紀,0
2017-06-21,3701,大眾控,0
2017-06-21,5259,清惠,1
2017-06-21,5906,台南-KY,0
2017-06-21,6172,互億,0
2017-06-21,6225,天瀚,1
2017-06-21,6289,華上,1
2017-06-21,910482,聖馬丁-DR,0
2017-06-21,9106,新焦點-DR,0
2017-06-21,911619,耀傑-DR,0
2017-06-21,911868,同方友友-DR,0
2017-06-21,9157,陽光能源-DR,0
