date,stock_id,name,split_auction
2018-03-31,1418,東華,1
2018-03-31,1512,瑞利,0
2018-03-31,1529,樂士,1
2018-03-31,2025,千興,0
2018-03-31,2028,威致,0
2018-03-31,2321,東訊,1
2018-03-31,2342,茂矽,0
2018-03-31,2364,倫飛,1
2018-03-31,2475,華映,1
2018-03-31,3043,科風,1
2018-03-31,3046,建碁,0
2018-03-31,3383,新世紀,0
2018-03-31,3701,大眾控,0
2018-03-31,5259,清惠,1
2018-03-31,6172,互億,0
2018-03-31,6225,天瀚,1
2018-03-31,6289,華上,1
2018-03-31,910482,聖馬丁-DR,0
2018-03-31,911619,耀傑-DR,0
2018-03-31,911868,同方友友-DR,0
2018-03-31,9157,陽光能源-DR,0
2018-03-31,9928,中視,0
