date,stock_id,name,split_auction
2017-04-20,1418,東華,1
2017-04-20,1529,樂士,1
2017-04-20,2025,千興,0
2017-04-20,2028,威致,0
2017-04-20,2321,東訊,1
2017-04-20,2337,旺宏,0
2017-04-20,2342,茂矽,1
2017-04-20,2364,倫飛,0
2017-04-20,2465,麗臺,0
2017-04-20,2475,華映,1
2017-04-20,3043,科風,1
2017-04-20,3046,建碁,0
2017-04-20,3701,大眾控,0
2017-04-20,5259,清惠,1
2017-04-20,5906,台南-KY,0
2017-04-20,6172,互億,0
2017-04-20,6225,天瀚,1
2017-04-20,6289,華上,1
2017-04-20,9103,美德醫療-DR,0
2017-04-20,910482,聖馬丁-DR,0
2017-04-20,9106,新焦點-DR,0
2017-04-20,911619,耀傑-DR,0
2017-04-20,911868,同方友友-DR,0
2017-04-20,9928,中視,0
