date,stock_id,name,split_auction
2016-04-25,1418,東華,0
2016-04-25,1456,怡華,0
2016-04-25,1529,樂士,1
2016-04-25,2014,中鴻,0
2016-04-25,2025,千興,1
2016-04-25,2028,威致,1
2016-04-25,2321,東訊,1
2016-04-25,2342,茂矽,1
2016-04-25,2348,海悅,0
2016-04-25,2364,倫飛,0
2016-04-25,2429,銘旺科,0
2016-04-25,2475,華映,1
2016-04-25,2496,卓越,1
2016-04-25,3043,科風,1
2016-04-25,3701,大眾控,0
2016-04-25,5259,清惠,0
2016-04-25,5906,F-台南,0
2016-04-25,6172,互億,0
2016-04-25,6225,天瀚,1
2016-04-25,6289,華上,1
2016-04-25,9106,新焦點,0
2016-04-25,911611,中泰山,0
2016-04-25,911868,同方友,0
