date,stock_id,name,split_auction
2015-04-10,1456,怡華,0
2015-04-10,1516,川飛,0
2015-04-10,1529,樂士,1
2015-04-10,2028,威致,0
2015-04-10,2321,東訊,1
2015-04-10,2348,海悅,0
2015-04-10,2361,鴻友,1
2015-04-10,2364,倫飛,0
2015-04-10,2388,威盛,0
2015-04-10,2429,銘旺科,0
2015-04-10,2475,華映,1
2015-04-10,2496,卓越,1
2015-04-10,3043,科風,1
2015-04-10,3051,力特,0
2015-04-10,3536,誠創,0
2015-04-10,3701,大眾控,0
2015-04-10,6172,互億,0
2015-04-10,6225,天瀚,1
2015-04-10,6289,華上,1
2015-04-10,9106,新焦點,0
2015-04-10,911868,同方友,0
2015-04-10,913889,大成糖,0
2015-04-10,9929,秋雨,0
