date,stock_id,name,split_auction
2021-01-29,1213,大飲,0
2021-01-29,1418,東華,0
2021-01-29,1471,首利,0
2021-01-29,1472,三洋紡,0
2021-01-29,1475,業旺,0
2021-01-29,1512,瑞利,1
2021-01-29,1538,正峰,0
2021-01-29,2025,千興,1
2021-01-29,2321,東訊,1
2021-01-29,2364,倫飛,1
2021-01-29,2434,統懋,0
2021-01-29,2443,億麗,0
2021-01-29,2939,凱羿-KY,0
2021-01-29,3043,科風,1
2021-01-29,3051,力特,0
2021-01-29,3229,晟鈦,0
2021-01-29,3383,新世紀,0
2021-01-29,3536,誠創,1
2021-01-29,6225,天瀚,1
2021-01-29,6289,華上,1
2021-01-29,8101,華冠,0
2021-01-29,9928,中視,1
