date,stock_id,name,split_auction
2021-06-17,1213,大飲,0
2021-06-17,1418,東華,0
2021-06-17,1472,三洋紡,1
2021-06-17,1512,瑞利,1
2021-06-17,1538,正峰,0
2021-06-17,2025,千興,1
2021-06-17,2321,東訊,1
2021-06-17,2364,倫飛,1
2021-06-17,2443,億麗,0
2021-06-17,2841,台開,0
2021-06-17,2939,凱羿-KY,0
2021-06-17,3043,科風,1
2021-06-17,3051,力特,0
2021-06-17,3229,晟鈦,0
2021-06-17,3383,新世紀,1
2021-06-17,3494,誠研,0
2021-06-17,3536,誠創,1
2021-06-17,6225,天瀚,1
2021-06-17,6289,華上,1
2021-06-17,8101,華冠,1
2021-06-17,9928,中視,1
