date,stock_id,name,split_auction
2017-12-08,1418,東華,1
2017-12-08,1512,瑞利,0
2017-12-08,1529,樂士,1
2017-12-08,2025,千興,0
2017-12-08,2028,威致,0
2017-12-08,2321,東訊,1
2017-12-08,2342,茂矽,0
2017-12-08,2364,倫飛,1
2017-12-08,2475,華映,1
2017-12-08,3043,科風,1
2017-12-08,3383,新世紀,0
2017-12-08,3701,大眾控,0
2017-12-08,5259,清惠,1
2017-12-08,5906,台南-KY,0
2017-12-08,6172,互億,0
2017-12-08,6225,天瀚,1
2017-12-08,6289,華上,1
2017-12-08,910482,聖馬丁-DR,0
2017-12-08,911619,耀傑-DR,0
2017-12-08,911868,同方友友-DR,0
2017-12-08,9157,陽光能源-DR,0
2017-12-08,9928,中視,0
