date,stock_id,name,split_auction
2015-06-15,1456,怡華,0
2015-06-15,1516,川飛,0
2015-06-15,1529,樂士,1
2015-06-15,2028,威致,0
2015-06-15,2321,東訊,1
2015-06-15,2342,茂矽,0
2015-06-15,2348,海悅,0
2015-06-15,2361,鴻友,1
2015-06-15,2364,倫飛,0
2015-06-15,2388,威盛,1
2015-06-15,2429,銘旺科,0
2015-06-15,2475,華映,1
2015-06-15,2496,卓越,1
2015-06-15,3043,科風,1
2015-06-15,3701,大眾控,0
2015-06-15,6165,捷泰,0
2015-06-15,6172,互億,0
2015-06-15,6225,天瀚,1
2015-06-15,6289,華上,1
2015-06-15,9106,新焦點,0
2015-06-15,911868,同方友,0
2015-06-15,913889,大成糖,0
2015-06-15,9929,秋雨,0
