arm,r,seed,cagr,mdd,vol,ca,ma,cb,mb,expo,x50_cagr,x50_mdd,x50_vol,trades,slot,maxw,first,end,eq_sha,y2017,y2018,y2019,y2020,y2021,y2022,y2023,y2024,y2025,y2026,drop_best_year,drop_best_geo,p2020-03,p2022,p2025-04,dd_單日暴跌型,dd_延續下跌型,dd_混合型,dd_n,x_new_n,x_tr_buys,x_tr_short,x_tr_blocked_days,x_tr_unbought,x_add_n,x_add_short,x_add_trig,x_add_blocked_days,x_trim_n,x_trim_blocked_days,x_mult_n,x_mult_short,x_rt_sell_events,x_rt_sell_n,x_rt_refill_events,x_rt_refill_n,x_rt_refill_short,x_rt_refill_fill_min,x_rt_blocked_days,x_cost_sell,x_buy_amt,x_mbar_nominal,x_mbar_actual,x_open_at_end,mbar,mbar_nominal,rt_cost_sell_pp_yr,rt_cost_refill_pp_yr,rt_cost_pp_yr
base,10,99010,0.1743108579098802,-0.44425574548809094,0.2586689481274329,0.28880723255668705,-0.44425574548809094,0.09632632116090067,-0.40818779180967624,0.8736229939164358,0.1936782398389998,-0.27863838702409627,0.1798797678309061,138,0.8871002592912706,0.3435249508059278,523,2837,fba1dbe1de1d65591648b8822370ae212a156fd0ddfb75feb0ef0e096535c060,0.1892148042837547,-0.021102821671366012,0.4368562559215412,0.5907429741187142,0.6542763237324827,-0.2530727039990299,0.34905629908254876,-0.17546032817370094,0.14947241687759139,0.08435607715110183,2021,0.12759071385645182,-0.1030446204095774,-0.2530727039990299,0.046827964580809844,1,0,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
base,11,99011,0.2750906101911208,-0.468321977811759,0.28965760810170327,0.28476007967469696,-0.468321977811759,0.2655409769449466,-0.37475486994583196,0.8790731718771907,0.20367175990709274,-0.2770791871916479,0.18008787753989952,138,0.8871002592912706,0.4679670545680387,523,2837,64e7b5533da64f92eecedd83edad22ac7c7469ff381ea0710bf7e4f613b38c32,0.12344089775521572,0.17218397333632196,0.24431984446875554,0.6042206167505602,0.614628485369304,-0.3048291179709359,0.32868964111011967,0.0837343780872819,0.5052358601830251,0.5507306719305587,2021,0.23992076466503587,-0.16997526387633088,-0.3048291179709359,0.021290774845549976,1,0,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
base,12,99012,0.3092879176421446,-0.41648182104493076,0.2739128440239183,0.42813362819927137,-0.37734112126242203,0.2273818217036334,-0.41648182104493076,0.8716963699413005,0.1955507150308169,-0.28217651879384864,0.17877784227400909,138,0.8871002592912706,0.3258356214624904,523,2837,811a50892e7766b030263eb229dd2519dad149808d37ff349d4543cc21f6c851,0.31278800146922614,-0.07916073550270408,0.416909774124987,1.3080484601267375,0.3775951894209899,-0.19310050999705453,0.42892874187288,-0.20044001121331223,0.615731971382854,0.5695310115605499,2020,0.2243588297220367,-0.16910481904001118,-0.19310050999705453,0.04404709629720149,0,0,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
base,13,99013,0.2793340039678218,-0.3577142651324517,0.2691370329424864,0.3746708378451593,-0.3577142651324517,0.21091938867844084,-0.35734412139905286,0.8717473285646771,0.19347878666279805,-0.2777837068472175,0.17834305773234072,138,0.8871002592912706,0.4240740479566699,523,2837,8885c511e410d693eecbd6670f5a9be36f699ba8ff97b0fca0ba597287622b11,0.1966050810448685,-0.010888749858771973,0.6484243140786563,0.7489895257443442,0.6893051111591433,-0.12576478750222597,0.3152627801153034,-0.02782458202111282,0.19356532246955704,0.33052734628512503,2020,0.2329317587324753,-0.10908338171790355,-0.12576478750222597,0.04824767978856448,3,0,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
base,14,99014,0.24376213904740962,-0.4798507472274211,0.2681439157427146,0.32773404319351385,-0.41993001579500194,0.18801626622947798,-0.4798507472274211,0.869802402561719,0.19545681783226576,-0.27842261938411267,0.17893119821015813,138,0.8871002592912706,0.3921696338996882,523,2837,4d06b06394163f32630a6de52474ac2e3f03cfe334d9095af051bebf5416190e,0.13737382289664768,-0.009227318295933706,0.5636869654771179,0.6936746851311983,0.9312575291985736,-0.2154266055412074,0.20114084592840764,-0.14578372555504993,0.1886238860562055,0.42187262719412266,2021,0.18058430040490947,-0.1929701865354485,-0.2154266055412074,0.02978405727245037,0,0,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
base,15,99015,0.3380238929800441,-0.4280839489134695,0.26844110707079194,0.24915349104056395,-0.4280839489134695,0.400670474401875,-0.3401787762809255,0.8697637121906039,0.18887507600188913,-0.2781197520793847,0.17870512818867976,138,0.8871002592912706,0.30056648456837615,523,2837,e9e5445dc8a662c7c21ec7c45acde277a5bf88ce92f510635851e4016a41fedf,0.22783422760409877,-0.1006583591568665,0.3562518795356737,0.5749115752329212,1.548783989566465,-0.10254717280719139,0.05096409915368105,-0.08798845035237934,0.6662990521842687,0.8137413867520202,2021,0.23967322813460878,-0.2305658180751664,-0.10254717280719139,-0.03755218544011363,1,0,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
base,16,99016,0.19455006657808216,-0.35333086802449887,0.26213785290109526,0.3241972319262356,-0.3529134855991392,0.10956960655561399,-0.35333086802449887,0.8766783089018909,0.1930480505637231,-0.27960500497426105,0.18046570747353907,138,0.8871002592912706,0.37278382484768463,523,2837,91a4fad79295eee33d4bc357fdd1c8ea464ef86c99d9fe7ec79a58a8a2a98b34,0.1306760274912877,0.16138191863463747,0.345591322580026,0.6717158861531287,0.31167988522314416,-0.047563679289738925,0.19469350416661046,-0.11005667033753674,0.09698227523080072,0.2445174434540287,2020,0.1479987079818723,-0.11481283749144511,-0.047563679289738925,0.04476506041605388,1,0,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
base,17,99017,0.16942220753839243,-0.4192712867649464,0.26691616747213914,0.22998694316460844,-0.4192712867649464,0.12754102935352174,-0.4008954021905412,0.8697888431533523,0.19648141959361154,-0.2821765187938489,0.17890443538557343,138,0.8871002592912706,0.31006081551351977,523,2837,4ccf8d6aa80f174c930edfca9b3641708dd9ee0795b7f2607108df75c27c1b17,0.1688780687626108,-0.24900509042068264,0.5471715145500682,0.6361172060496754,1.1942546117629163,-0.2074216412856167,0.2835857717018091,-0.182798923974559,0.11483972079775118,-0.030271089584932076,2021,0.08540319094209092,-0.16463304369226628,-0.2074216412856167,-0.08179706352711302,0,0,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
base,18,99018,0.3372741356785367,-0.38741713198791156,0.2750290023954675,0.1962329013442523,-0.38741713198791156,0.43763439211286315,-0.36415027114722154,0.8743929522147947,0.19834998772019885,-0.280430186239686,0.18005054771294793,138,0.8871002592912706,0.3958047746188939,523,2837,4fc93957dd36a48c46332842fc7978ce54875a2036bc223d16a9050066fe0abb,0.14079450943228422,-0.20184116377620342,0.33598832500828957,0.6407674304270765,1.0129886616830523,0.04492687734603673,0.7060932170718281,0.017349880440637344,0.2899176865713442,0.6539229693272803,2021,0.2740232448422748,-0.19005849048993217,0.04492687734603673,0.048962822096266345,1,0,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
base,19,99019,0.3371006466256572,-0.3779398244224387,0.26853423360802375,0.42934991667170364,-0.3779398244224387,0.2680474341351169,-0.3233186281946108,0.8623621838098654,0.19322741135300237,-0.2770595774398715,0.17724229459081095,138,0.8871002592912706,0.5308870272086512,523,2837,20769249a09a29385864f602f703bb5989c1802654f894fd2c797cc7312c8876,0.25882726584336524,0.0029143253906152022,0.6302293994980761,0.9271383526363781,0.9701317789530175,0.08009314064667317,0.3819842483904816,0.07878812974677474,0.42498388651129426,-0.13404603949751448,2021,0.27709020914992366,-0.1561480206818312,0.08009314064667317,-0.024076612033849365,2,0,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
base,20,99020,0.30165101209099965,-0.4838603955587516,0.28822168840705353,0.28327824345561314,-0.4838603955587516,0.31206962420776607,-0.45210704724651657,0.8757540023576192,0.19259921080974274,-0.2895151827428669,0.17886202597435874,138,0.8871002592912706,0.3966986604562133,523,2837,cbc519d43e5b54156bf9f00ed12937d026024b888e7c5835b52862f46b0bb98f,0.0962832743077009,0.026026256216240995,0.35869028787478197,0.7124077593812093,0.8300437392458835,0.005180671815661064,-0.04419246451823933,-0.030296099425032863,0.4885756248387316,0.8139574655451802,2021,0.2501572147516342,-0.16491055332501636,0.005180671815661064,0.004078557323098364,0,0,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
base,21,99021,0.35390669400254593,-0.5236090899406403,0.27541343671636465,0.4283149166651663,-0.4004759179726801,0.3011127332023724,-0.5236090899406403,0.8700018513373894,0.19784808719786384,-0.279918355857321,0.17886442004210917,138,0.8871002592912706,0.3188468614788366,523,2837,4def21468f3fc64059b724f2923d04ea6dad23543f0d8e77f8d018ff3b8a7000,0.27732831016349246,0.1308158781582165,0.47297380021554347,0.8590399344801107,0.7016379193423945,-0.0582710018035425,0.5897401066926997,-0.13713245992090162,0.8184742086407508,0.10498504049176383,2020,0.3041601289407516,-0.11858034055373678,-0.0582710018035425,-0.04550215363073418,0,0,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
base,22,99022,0.3461232481521277,-0.4607991696615034,0.2811082832994502,0.3223613565941339,-0.4607991696615034,0.35438571082802883,-0.3266470488399429,0.8715243968659884,0.1867789842391785,-0.2857752757751966,0.1787602354108043,138,0.8871002592912706,0.3299609678124207,523,2837,2a56fdd17e2d15dd66f56e81503da51b57bead1fb919ea0b83fc155e4f997aa0,0.11398283885167126,0.16742922147143036,0.5999789887944951,0.4120221910528534,0.3949725552531935,0.07089207782597828,0.37311469875721803,-0.043998902072137525,0.6716821704977198,0.7177935696338134,2026,0.2932424165001082,-0.13048369555178374,0.07089207782597828,-0.05605428450214478,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
base,23,99023,0.2591350742505014,-0.4926907023017168,0.2712596707970108,0.22670719939724138,-0.4926907023017168,0.2780955924642503,-0.33388439203524006,0.8771901535243353,0.19632922083532378,-0.28462167351934087,0.1801970573735615,138,0.8871002592912706,0.33309984500127493,523,2837,e0e10cb12371ad85b6f6276ae6aaa82656aca539f9cd892e9ca62e87e97312c4,0.1391523926763536,0.08577497511883525,0.34693586219973294,0.3201333793912293,0.8713594608591402,-0.26991492465417655,0.7655702866341914,0.023672643109261315,0.05723452928033512,0.5336628256482756,2021,0.2013929746030234,-0.17711771754079852,-0.26991492465417655,-0.07362563618341678,1,0,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
base,24,99024,0.30621377338500566,-0.4575203841776133,0.2727626438881387,0.306271957907686,-0.36113454941666595,0.30653198199434084,-0.4575203841776133,0.8728402606990019,0.1926633473329744,-0.2953063293115518,0.17840550599493746,138,0.8871002592912706,0.43010069179073845,523,2837,9adb771dccc584d51a3d80c3c1f3c7aa3d80475997424743ba2f69caf2a3c059,0.26634152831514246,-0.0032765356955871683,0.571939022656424,0.41252765494994126,0.6313312964038524,-0.24273771990359494,0.2734321377043143,-0.1798589325417317,0.9611207013433127,0.7561189974156297,2025,0.24468417904249673,-0.14777795160915996,-0.24273771990359494,-0.09804194233324426,1,0,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
base,25,99025,0.2468252344850801,-0.4228642207267217,0.264442857053929,0.22615045620763663,-0.3908381862469583,0.2540392979111592,-0.4228642207267217,0.8709365189171266,0.18975519407389307,-0.2816151382094735,0.178452691226894,138,0.8871002592912706,0.3610977082739301,523,2837,c8d1af8bfb0d26682ffe79158d3667d971d802657e16fca3ca03f5f0fa481146,0.15859039056154378,-0.13760015442381646,0.3866038220008785,0.5846558635515273,0.4433367435708411,0.00352728658449708,0.17226718871803848,-0.1498058162623388,0.8273240470616023,0.3857976057055106,2025,0.191519780694839,-0.21704683778316347,0.00352728658449708,-0.042389476426519135,1,0,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
base,26,99026,0.3821642856516265,-0.38456396867048714,0.29263220297751347,0.3780438424924295,-0.38456396867048714,0.3726201351364926,-0.34079657846465444,0.8715171832528692,0.19701839547267053,-0.281603285828626,0.178617110371371,138,0.8871002592912706,0.521163808108449,523,2837,25bd7b321d873d077b4f6884555b4dcbc2cc51e4b63c032ac8374efd30da8a84,0.19453249157243002,0.07513344924955301,0.4565566609596474,0.8414914032493741,1.879159917800799,-0.2390304657639658,0.4257280794094973,0.012690465117174643,0.19225680796061573,0.6342717925110943,2021,0.2670738561495287,-0.18069755732354698,-0.2390304657639658,0.03496757766995562,2,0,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
base,27,99027,0.44872746652767925,-0.4230691349950177,0.2916242630831231,0.42957687073920714,-0.4230691349950177,0.4592590082152199,-0.32113427130491856,0.8740916582159768,0.1959852532817865,-0.2746899487278868,0.17913382737196107,138,0.8871002592912706,0.3966293480298823,523,2837,3b538fc7492dff74e00dd538474d1450a40bdb888bd84fd5362d903c2b94d9ff,0.18838763556964921,0.10607970212065543,0.5848783461171991,0.9050969048787274,1.4117595075863472,-0.12401326554626202,0.24140436590146286,0.062980115646174,0.5474397169940692,0.9333237306637279,2021,0.36383944305176996,-0.14316328466359274,-0.12401326554626202,0.04499332793948452,3,0,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
base,28,99028,0.3212067671941037,-0.4264872967845502,0.26835315055575437,0.29350355602721145,-0.31740506405561647,0.3387358202366515,-0.4264872967845502,0.8719241881413713,0.19150463950396746,-0.2823137624269137,0.17870828304685651,138,0.8871002592912706,0.34599193692042357,523,2837,d0409896f0a1ab2c33948236b208d1862de2d9a268fbe6169a72f63f57595c74,0.11959409910298002,0.11604016966116504,0.27096997305902515,0.6991353934859228,0.9419859767192758,-0.15988959230917177,0.18011356469740747,-0.0533671626034391,0.4244858792043731,0.97976357424659,2026,0.24733982013338562,-0.14561403662057415,-0.15988959230917177,-0.09992643294677883,0,0,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
base,29,99029,0.2684442189343641,-0.4200625036609282,0.259642712660008,0.41199040994772385,-0.30221730530361923,0.1746018812903607,-0.4200625036609282,0.873946887675507,0.19567588284352033,-0.2783825433182631,0.17883348314335692,138,0.8871002592912706,0.30492712825680185,523,2837,20490da1c9a305ac8c8a291839e9831f3fc51143830bfd9140f0dfa26ecbbad2,0.1212626248669888,0.1866749026066188,0.5868179509072966,0.7920752614376874,0.6133372683400067,-0.09234654678592702,0.4841761577087984,-0.02411431416469667,0.10867395071091956,0.06098719667700925,2020,0.21767638959828628,-0.10910963812527597,-0.09234654678592702,0.01283666420771623,0,0,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
base,30,99030,0.32241145939555516,-0.42211508970475825,0.2712605946893394,0.3213946125384526,-0.4006134930774733,0.3163719403688101,-0.42211508970475825,0.8729618549149974,0.19409555462810513,-0.2821765187938488,0.17821755503128747,138,0.8871002592912706,0.36171227069310286,523,2837,88f6559b5f7cef5fb09febf66a61e4ba48616446b8ec7aa5eb971dadcab1c8e9,0.19473130634830604,-0.02523426989158406,0.45096712417260654,0.7338506954472324,0.3994458160472878,-0.028882631229878775,0.4664802216181032,0.023160662416120914,0.7728011567714757,0.3208459535967274,2025,0.2771283126376667,-0.11065569628044114,-0.028882631229878775,-0.02611166004948029,1,0,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
base,31,99031,0.3262510134934893,-0.4464808489264104,0.2776596055592913,0.38619489802742013,-0.42562916973609094,0.27907290414399233,-0.4464808489264104,0.8693138177131927,0.2026642916460355,-0.2797518392540586,0.17886674796481125,138,0.8871002592912706,0.4907911631385745,523,2837,85fa0a82263361afc4aebda7d0293da5f595efde3eee2fad63ebd516e2619067,0.21983769309759316,-0.0824553645875763,0.5137235078355957,1.0799876948989096,1.1710142724756212,-0.1917414780980108,0.36851749859386707,-0.21659097552949758,0.34082838001747007,0.6174293601618801,2021,0.25103181163121957,-0.09766349786519124,-0.1917414780980108,-0.08539108619629587,1,0,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
base,32,99032,0.19306687572947623,-0.4711805737777884,0.27955830255664166,0.2552771444338666,-0.4368726317773994,0.14911274558201093,-0.4711805737777884,0.8799479947572012,0.1987660676117391,-0.2872283110285837,0.1806162942119212,138,0.8871002592912706,0.5068259794621306,523,2837,19519c9cfd48f4b03183aa8bdf3d85ac1c6d1ed88997d6f63ca8a5d6088e0f76,0.09060786453036207,-0.013614766336894957,0.46794671025827594,0.5220444935871971,0.46952094917182285,-0.09062315791166209,0.22234304623347567,-0.25304993051213576,0.27528765273354194,0.41550970970430745,2020,0.1592201431427076,-0.14062802560127885,-0.09062315791166209,0.05324780651636485,1,0,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
base,33,99033,0.3051074258717632,-0.43532391651508984,0.2661613918496711,0.31748222998076026,-0.43532391651508984,0.29197428014365356,-0.38945815009457024,0.8708768622851164,0.1886901726238004,-0.2883416067405878,0.18028183213410215,138,0.8871002592912706,0.38463563870255113,523,2837,d3ee6b0f63e27b4073e48a8007106ba8fbe2e23df6c7a367e92cf3de20a80ace,0.18761860849665513,0.21025096869164228,0.4413500399494339,0.3981403594858519,0.7942811599392394,-0.1979242073008084,0.2298154438425053,-0.07304174782352735,0.5309717224904054,0.6980451896077609,2021,0.25680585716857096,-0.1381829354587104,-0.1979242073008084,-0.011252690752529104,0,0,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
base,34,99034,0.33097962945019477,-0.41140176214084356,0.2757429120494403,0.23905074467259624,-0.41140176214084356,0.3945614209471986,-0.2969667053933665,0.8732221435772057,0.1944191144957106,-0.2800460066074899,0.17939724681483496,138,0.8871002592912706,0.4142543500473091,523,2837,003092bd13eae06bc6f4a56cc22c5c2c57456c1b05331ee90d14de35e510624b,0.16810141148450874,0.0566463709449021,0.3006508963055565,0.42392452852025486,0.8367264307664082,-0.1841336645799614,0.6535839363282208,0.3125033583946295,0.3464776870585653,0.48536167432744626,2021,0.2811511571669041,-0.13775785791082862,-0.1841336645799614,0.04607272463691037,1,0,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
base,35,99035,0.37424055362902275,-0.41392668361931334,0.27819099003481496,0.3997732491796191,-0.3894971790471786,0.3439796353595954,-0.41392668361931334,0.8709122179101314,0.1997922191507222,-0.2800130700637205,0.1787386854662291,138,0.8871002592912706,0.4545056449666693,523,2837,9c9f06b6cb5162e76323136de194b4670346b805d09a76d2333986f9a396c5be,0.20836340876794712,0.0656578209753007,0.4732972923633214,0.9286776195048974,1.4668523020872244,-0.04104007884826921,0.29324629532922253,-0.06519464978827216,0.19722776877573045,0.6052289001599198,2021,0.2822164978298429,-0.2005363388546929,-0.04104007884826921,0.04143042952446674,0,0,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
base,36,99036,0.28810604248939264,-0.3976098862427304,0.2701741572918242,0.24347929830795145,-0.33977244142758756,0.3162045353680134,-0.3976098862427304,0.882731435985696,0.2005644789504868,-0.2864573307688353,0.1820922406741754,138,0.8871002592912706,0.48838463430273527,523,2837,deca075b8fedaf6796ba4e3214bbaad62efb511fca2f353b38f5bec3f410560e,0.13788503052334478,-0.0021323671981758885,0.36936868043856297,0.4905369031799205,0.8243506839918773,-0.17574427274959126,0.8549076606370867,0.007833918588610489,0.027907860486664493,0.6299070279711196,2023,0.23301735412846947,-0.15480579451858123,-0.17574427274959126,-0.06830729256907009,1,0,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
base,37,99037,0.2564884984967468,-0.3902264186611749,0.2583566014047089,0.25043330065875047,-0.3364012302072618,0.2580200265706212,-0.3902264186611749,0.866115829283114,0.191185119294788,-0.2808889818756275,0.1778272969799769,138,0.8871002592912706,0.3792496485346232,523,2837,24707e7905133a4372c92a14bc1fbef6ca1c304c4953e443236914ce8077f221,0.2132730313064739,-0.18199243102392393,0.4572684664935118,0.6372722461381977,0.6464469007325595,-0.13385752321293198,0.43507173972128954,0.16283954024851122,0.2480688405840954,0.2274166425655193,2021,0.21688962487187258,-0.1274920028557105,-0.13385752321293198,-0.037054750145779525,0,0,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
base,38,99038,0.3562245148559262,-0.4097545885305374,0.28160461411629134,0.30860637885933406,-0.4097545885305374,0.3800145351423019,-0.3629839275347792,0.8763925207657226,0.1941239061383302,-0.2777291338410356,0.18058339592408207,138,0.8871002592912706,0.3777364925497535,523,2837,d6900f0ea7ead8a14e474bbf568dc577576406e3aad919ad8f07a6e1e2d8ffa8,0.15859039056154356,0.05428975957094817,0.3752682916697585,0.6798549632216164,0.5444803017881286,-0.22552585613829212,0.31518724487883154,0.05454103888073836,0.7569052336389968,1.158640913327793,2026,0.2702715071244355,-0.1362837078682856,-0.22552585613829212,0.044832953576615875,1,0,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
base,39,99039,0.24586539031864207,-0.41557192870422927,0.25697230036157076,0.2976611302118395,-0.333779505981415,0.20895234604658985,-0.41557192870422927,0.8769336312120269,0.19100390984218807,-0.28972221121460195,0.17976320573705665,138,0.8871002592912706,0.3014473897858266,523,2837,47305d09e4d4124c253a4f964b60f0ba74845f16d662ac58e6a0fa0fac90d3b9,0.09351592228944527,-0.005434436434975987,0.5045730091514646,0.6695809830387303,0.4820366705861072,-0.18544310945353037,0.3980722386349409,-0.11384447763305283,0.446164310611854,0.34836808918806184,2020,0.20350508312058935,-0.11942438549579737,-0.18544310945353037,-0.030100161365438804,0,0,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
base,40,99040,0.27489529210237085,-0.38992223391297604,0.27123553467524175,0.3145145265272369,-0.3768393732267838,0.24467686734021243,-0.38992223391297604,0.8652437930853866,0.18968120305164904,-0.2803992318741005,0.17781207408568822,138,0.8871002592912706,0.3406618625745433,523,2837,f47e1b2d68841e5155fdaea733524fdcb71d39ddd0c3e084129c35205480eead,0.2594453924339919,-0.09594705257846425,0.421947477363499,0.7735290703491906,1.082066970462901,-0.15527476030000997,0.40271856648218507,-0.11942340439407628,0.3673386034206718,0.1610383000152973,2021,0.2029223687727988,-0.07535843219656002,-0.15527476030000997,0.03304638397835058,2,0,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
base,41,99041,0.282860229887663,-0.36095490977850986,0.26164692122648786,0.23906846684396021,-0.36095490977850986,0.30978244924619425,-0.31705042691849317,0.8696068238994901,0.1859582880579691,-0.2863693811095308,0.17866962205256773,138,0.8871002592912706,0.33848158973787035,523,2837,e5fca1dd05698e90398cb4ea72eaa986364472766feca66081ece4f97bf53396,0.1947313063483065,-0.07422181066788469,0.3839314416185664,0.49344806525783746,0.55219001010238,-0.0968934658991133,0.07086119745620167,0.061818005517360275,0.9564667596600367,0.47326135163407623,2025,0.22017593672654834,-0.13307195146470796,-0.0968934658991133,0.06318715143088838,1,0,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
base,42,99042,0.25191162736419126,-0.43051613656671084,0.2660957140291027,0.27044385622826206,-0.3784955630688599,0.23893840962000934,-0.43051613656671084,0.8738488499371045,0.19424823556550863,-0.2803702025105797,0.17949384059488702,138,0.8871002592912706,0.3662635588693934,523,2837,63bca27fa454b7e85478f9c34841076100a4723b142316ad2686beb31927fb23,0.15862983079463722,-0.12210711420252474,0.42125466211661444,0.7414579373357852,1.3092665885358592,-0.11433943229016397,0.5148440721977299,-0.2400361548063641,0.13538868378311864,0.23924504991852924,2021,0.1643188625744203,-0.11302727302256022,-0.11433943229016397,-0.032774466180232165,2,0,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
base,43,99043,0.2881575444982074,-0.40674719356092376,0.27976604786088954,0.21556156908414303,-0.40674719356092376,0.3349586337001693,-0.40557184179256883,0.8715990615715178,0.1896884537689496,-0.28453331951665384,0.1796481215178874,138,0.8871002592912706,0.3264205670716622,523,2837,97e9482857ecb88358d627b4c77fb1f5132b359792838129a811e514dc12e1a7,0.18812415132962612,-0.14991619458460403,0.31145505746721414,0.60294961266917,0.7585589692281611,-0.08359762435303497,0.46003329801335524,0.07969520473089098,0.38937981789893894,0.4570419106985959,2021,0.2415179424439191,-0.15943888368347325,-0.08359762435303497,-0.04381862067002007,0,0,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
base,44,99044,0.24234406631995897,-0.44021379093020424,0.2673730401250751,0.31871991149486756,-0.377977194380121,0.1894875941794565,-0.44021379093020424,0.8795608834004219,0.1960976666248282,-0.2869793247818237,0.1804747727064619,138,0.8871002592912706,0.3095027744269318,523,2837,8786bdc89e2849405d0be95cef6270dad7b4034d4b5af9b960d4e7b6862ef154,0.18836364674354256,-0.11433244703892809,0.7600891765838207,0.5692453065785328,0.42097156612434605,-0.2828465494001776,0.22431116204894064,0.026747335639026426,0.17527415242145006,0.7724855890531781,2026,0.18246700201380972,-0.14594201443048838,-0.2828465494001776,-0.0736544165279539,0,0,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
base,45,99045,0.2145469986182289,-0.3980281444392064,0.26619567679137063,0.24009375889502005,-0.3922698012251462,0.19309976699631326,-0.3980281444392064,0.8692277120883789,0.19183969712946158,-0.2755186176924213,0.17818551729186846,138,0.8871002592912706,0.39828304065780834,523,2837,4e05798868a05a6f46f7d590e06d3bf878b9473646e7ac6d54cbe0961ce071f6,0.16066062328739217,0.08809488648626718,0.3850339082146321,0.31109757844817576,1.148020462284899,-0.12401667234582325,0.2131448276627459,-0.005223066661011355,0.05178471954563646,0.14386093550280976,2021,0.13521420156508568,-0.15774110656895912,-0.12401667234582325,0.04196244478357114,0,0,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
base,46,99046,0.24785698779151621,-0.45551186424422535,0.2720781991863978,0.2083639771347805,-0.39741199759951573,0.26993817025236044,-0.45551186424422535,0.8741407973737197,0.1917319792230463,-0.2884528168452283,0.17965881964827957,138,0.8871002592912706,0.2968716221573494,523,2837,410a855591d16cbfd83e602c728911f4f16e98ad2eed2b567cb77f597ac270c2,0.1081131954912018,-0.041973428605106666,0.3729945829589594,0.4236985286585413,0.36386744908078583,-0.24352743621208006,0.3814540006367826,-0.17740760373416353,0.5851876517989418,1.0972908975442648,2026,0.16561111693398112,-0.12022028276627317,-0.24352743621208006,-0.04730759677572938,1,0,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
base,47,99047,0.19700166554502507,-0.48161222926852815,0.27024776379512816,0.24450796859329937,-0.4232972844501195,0.1641414029138617,-0.48161222926852815,0.8814998626010044,0.199668750385539,-0.29317251049500564,0.18111496998693807,138,0.8871002592912706,0.4510560997816175,523,2837,7659b77497846ed50ddd0968449a6de267f953c44828a5631d5c6356e1c35111,0.11915924993408056,0.015120387998046159,0.3741568540530176,0.4892715128394256,0.5431998912487592,-0.32099575839651284,0.14176777728631462,-0.08174470030448833,0.2539246500049852,0.7051055520935974,2026,0.14128210038952838,-0.11520316406552078,-0.32099575839651284,0.027519184710352196,1,0,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
