stock_id,name,period,market,營業收入,營業成本,營業毛利（毛損）,未實現銷貨（損）益,已實現銷貨（損）益,營業毛利（毛損）淨額,營業費用,其他收益及費損淨額,營業利益（損失）,營業外收入及支出,稅前淨利（淨損）,所得稅費用（利益）,繼續營業單位本期淨利（淨損）,停業單位損益,合併前非屬共同控制股權損益,本期淨利（淨損）,其他綜合損益（淨額）,合併前非屬共同控制股權綜合損益淨額,本期綜合損益總額,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（淨損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
1323,永裕,2015Q4,twse,3124337,2342117,782220,,,782220,389864,-224,392132,10320,402452,106460,295992,,,295992,-54581,,241411,231691,,64301,179367,,62044,2.55
1324,地球,2015Q4,twse,1274030,1015002,259028,,,259028,194052,,64976,9674,74650,16810,57840,,,57840,-6690,,51150,57840,,,51150,,,0.77
1325,恆大,2015Q4,twse,1109886,935416,174470,,,174470,73055,,101415,20070,121485,23241,98244,,,98244,-9693,,88551,100014,,-1770,92319,,-3768,1.00
1326,台化,2015Q4,twse,329349307,295636411,33712896,,,33712896,14338770,,19374126,16615039,35989165,4371618,31617547,,,31617547,-13282810,,18334737,27578193,,4039354,12247215,,6087522,4.72
1337,再生-KY,2015Q4,twse,4984228,3941545,1042683,,,1042683,497689,,544994,31167,576161,185698,390463,,,390463,-182757,,207706,390463,,,207706,,,1.50
1338,廣華-KY,2015Q4,twse,8269248,6293923,1975325,,,1975325,1052506,,922819,73850,996669,243335,753334,,,753334,-55328,,698006,757974,,-4640,707834,,-9828,9.04
1339,昭輝,2015Q4,twse,2153843,1490833,663010,,,663010,278881,,384129,54697,438826,90195,348631,,,348631,63116,,411747,343647,,4984,377280,,34467,4.60
1340,勝悅-KY,2015Q4,twse,3198020,2132310,1065710,,,1065710,115249,,950461,79676,1030137,167324,862813,,,862813,-103459,,759354,862813,,,759354,,,7.51
1402,遠東新,2015Q4,twse,217948202,167464920,50483282,,555,50483837,35970309,,14513528,5187145,19700673,5014304,14686369,,,14686369,-4630229,,10056140,8034691,,6651678,3712786,,6343354,1.61
1410,南染,2015Q4,twse,630162,398824,231338,,,231338,88097,,143241,10290,153531,24836,128695,,,128695,-8413,,120282,117752,,10943,109373,,10909,1.64
1413,宏洲,2015Q4,twse,2534957,2631045,-96088,,,-96088,87476,,-183564,202499,18935,15576,3359,,,3359,-1943,,1416,3585,,-226,1642,,-226,0.03
1414,東和,2015Q4,twse,1093113,1044022,49091,,,49091,64286,,-15195,17892,2697,-4521,7218,,,7218,-37226,,-30008,,,,,,,0.03
1416,廣豐,2015Q4,twse,1364748,1094996,269752,,,269752,251882,,17870,-31727,-13857,21468,-35325,,,-35325,53030,,17705,-35650,,325,17380,,325,-0.13
1417,嘉裕,2015Q4,twse,3552482,2794252,758230,,,758230,1263886,,-505656,125521,-380135,4468,-384603,,,-384603,-204313,,-588916,-384603,,,-588916,,,-1.01
1418,東華,2015Q4,twse,1454403,1511190,-56787,,,-56787,152373,,-209160,31989,-177171,2910,-180081,,,-180081,-33281,,-213362,-180052,,-29,-213333,,-29,-1.46
1419,新紡,2015Q4,twse,1113137,904109,209028,,,209028,304932,,-95904,209001,113097,1682,111415,,,111415,-144898,,-33483,115724,,-4309,-29174,,-4309,0.39
1423,利華,2015Q4,twse,641157,585108,56049,,,56049,34257,,21792,-53771,-31979,4031,-36010,,,-36010,3765,,-32245,,,,,,,-0.21
1432,大魯閣,2015Q4,twse,385865,161154,224711,,,224711,491415,,-266704,72437,-194267,8755,-203022,65083,,-137939,-25308,,-163247,-120212,,-17727,-145520,,-17727,-0.74
1434,福懋,2015Q4,twse,42872570,36732939,6139631,,,6139631,2807131,,3332500,428797,3761297,537345,3223952,,,3223952,3222562,,6446514,2828679,,395273,6057275,,389239,1.68
1435,中福,2015Q4,twse,29947,3459,26488,,,26488,32208,,-5720,2142,-3578,39,-3617,,,-3617,0,,-3617,-3617,,0,-3617,0,0,-0.03
1436,華友聯,2015Q4,twse,268587,189624,78963,,,78963,71649,,7314,-30317,-23003,15043,-38046,,,-38046,,,-38046,-38046,,,-38046,,,-0.55
1437,勤益控,2015Q4,twse,788744,589516,199228,,,199228,110269,,88959,-31522,57437,4894,52543,,,52543,9569,,62112,51414,,1129,61495,,617,0.26
1438,三地開發,2015Q4,twse,23596,5861,17735,0,0,17735,8795,,8940,3814,12754,1772,10982,,,10982,,,10982,,,,,,,0.11
1439,雋揚,2015Q4,twse,358381,342535,15846,,,15846,30036,,-14190,14661,471,-167,638,,,638,0,,638,,,,,,,0.01
1440,南紡,2015Q4,twse,21524129,18658679,2865450,,,2865450,2134415,,731035,725860,1456895,304682,1152213,,,1152213,-265044,,887169,1237446,,-85233,972422,,-85253,0.75
1441,大東,2015Q4,twse,1833542,1717047,116495,,,116495,180443,,-63948,-23520,-87468,-3889,-83579,,,-83579,-16651,,-100230,-83579,,,-100230,,,-0.93
1442,名軒,2015Q4,twse,2105216,1273905,831311,,,831311,210404,,620907,-1002,619905,57247,562658,,,562658,-2520,,560138,562658,,0,560138,,0,2.44
1443,立益物流,2015Q4,twse,1314739,1296001,18738,,,18738,135382,,-116644,-83174,-199818,5595,-205413,,,-205413,2572,,-202841,-119777,,-85636,-119483,,-83358,-0.89
1444,力麗,2015Q4,twse,10408732,9587858,820874,261,0,820613,507582,,313031,151196,464227,55367,408860,,,408860,-137022,,271838,406185,,2675,268935,,2903,0.43
1445,大宇,2015Q4,twse,1841748,1614132,227616,,,227616,143134,,84482,18438,102920,13259,89661,,,89661,16242,,105903,89661,,,105903,,,0.65
1446,宏和,2015Q4,twse,877438,733470,143968,,,143968,173007,,-29039,27130,-1909,36294,-38203,,,-38203,-8948,,-47151,-38203,,,-47151,,,-0.28
1447,力鵬,2015Q4,twse,16681998,16294463,387535,,,387535,629838,,-242303,292882,50579,4389,46190,,,46190,-108740,,-62550,20989,,25201,-101515,,38965,0.02
1449,佳和,2015Q4,twse,3102891,3053157,49734,,,49734,378788,,-329054,117929,-211125,59613,-270738,,,-270738,1456,,-269282,-266859,,-3879,-274836,,5554,-2.25
1451,年興,2015Q4,twse,12804649,11421918,1382731,,,1382731,714303,,668428,153942,822370,150446,671924,,,671924,-142076,,529848,675219,,-3295,530405,,-557,1.69
1452,宏益,2015Q4,twse,1981644,1646382,335262,,,335262,114276,,220986,194691,415677,44896,370781,,,370781,31563,,402344,,,,,,,2.80
1453,大將,2015Q4,twse,317864,222421,95443,,,95443,49349,,46094,8280,54374,140,54234,,,54234,-6577,,47657,54072,,162,47495,,162,0.62
1454,台富,2015Q4,twse,2069544,1838314,231230,,,231230,125799,,105431,21493,126924,22080,104844,,,104844,-17548,,87296,104842,,2,87294,,2,0.79
1455,集盛,2015Q4,twse,14990727,14600527,390200,,,390200,465285,,-75085,217000,141915,9764,132151,,,132151,-1727,,130424,132151,,,130424,,,0.22
1456,怡華,2015Q4,twse,566693,486023,80670,,,80670,99181,27560,9049,107079,116128,381,115747,,,115747,16107,,131854,115747,,,131854,,,1.24
1457,宜進,2015Q4,twse,4445466,4136812,308654,,,308654,302509,,6145,551336,557481,27159,530322,,,530322,-27299,,503023,449428,,80894,426120,,76903,1.71
1459,聯發,2015Q4,twse,3924793,3577195,347598,,,347598,177461,,170137,107318,277455,46374,231081,,,231081,-659088,,-428007,227310,,3771,-431778,,3771,0.72
1460,宏遠,2015Q4,twse,8190873,6550809,1640064,,,1640064,1135143,-8586,496335,21538,517873,66361,451512,,,451512,-115027,,336485,451519,,-7,336492,,-7,1.03
1463,強盛新,2015Q4,twse,509729,413884,95845,,,95845,79376,,16469,63621,80090,-5091,85181,0,,85181,-6236,,78945,82405,,2776,76169,,2776,0.51
1464,得力,2015Q4,twse,7127904,5817017,1310887,,,1310887,897610,16572,429849,55704,485553,87687,397866,,,397866,-50016,,347850,322025,,75841,268043,,79807,1.40
1465,偉全,2015Q4,twse,2305028,1974621,330407,,,330407,236263,,94144,56537,150681,15781,134900,,,134900,-48346,,86554,103373,,31527,86746,,-192,1.00
1466,聚隆,2015Q4,twse,4068290,3794091,274199,0,0,274199,285802,,-11603,22742,11139,3176,7963,0,,7963,259,,8222,7963,0,0,8222,0,0,0.07
1467,南緯,2015Q4,twse,6891698,5550966,1340732,,,1340732,1347413,,-6681,-7105,-13786,41742,-55528,,,-55528,-232627,,-288155,2438,,-57966,-218652,,-69503,0.01
1468,昶和,2015Q4,twse,582285,505889,76396,,,76396,115564,,-39168,-20941,-60109,0,-60109,,,-60109,-4083,,-64192,-52503,,-7606,-55772,,-8420,-0.33
1470,大統新創,2015Q4,twse,761731,594712,167019,,,167019,97865,435,69589,5461,75050,13949,61101,,,61101,-535,,60566,,,,,,,0.71
1471,首利,2015Q4,twse,1740516,1881500,-140984,,,-140984,233568,,-374552,7606,-366946,-8362,-358584,,,-358584,-14338,,-372922,-358584,,,-372922,,,-1.78
1472,三洋實業,2015Q4,twse,752040,750811,1229,,,1229,74213,46725,-26259,-10937,-37196,647,-37843,,,-37843,-9976,,-47819,-35412,,-2431,-45388,,-2431,-0.50
1473,台南,2015Q4,twse,9563973,8000752,1563221,,,1563221,1883893,,-320672,213508,-107164,84872,-192036,,,-192036,63529,,-128507,94273,,-286309,150184,,-278691,0.65
1474,弘裕,2015Q4,twse,3502011,3137175,364836,,,364836,274559,,90277,23689,113966,23024,90942,,,90942,-5289,,85653,90942,,,85653,,,0.70
1475,業旺,2015Q4,twse,222553,235727,-13174,,,-13174,47339,,-60513,22230,-38283,-171,-38112,,,-38112,4041,,-34071,93583,,-131695,94858,,-128929,1.78
1476,儒鴻,2015Q4,twse,25520749,18367196,7153553,,,7153553,2315082,,4838471,282564,5121035,947255,4173780,,,4173780,73558,,4247338,4173780,,0,4247338,,0,15.99
1477,聚陽,2015Q4,twse,23358507,17846986,5511521,,,5511521,2861342,,2650179,41153,2691332,514378,2176954,,,2176954,133170,,2310124,2159025,,17929,2290558,,19566,10.90
1503,士電,2015Q4,twse,19975087,15852320,4122767,,,4122767,2889493,,1233274,392899,1626173,325622,1300551,,,1300551,-136938,,1163613,1245421,,55130,1113930,,49683,2.39
1504,東元,2015Q4,twse,48598573,36203039,12395534,5488,10265,12400311,8612684,,3787627,775644,4563271,1049155,3514116,,,3514116,-2953958,,560158,3177291,,336825,359066,,201092,1.60
1506,正道,2015Q4,twse,1549896,1275007,274889,,,274889,249334,,25555,-2024,23531,-9017,32548,,,32548,-77537,,-44989,35076,,-2528,-28901,,-16088,0.29
1512,瑞利,2015Q4,twse,4096907,3590976,505931,,,505931,578029,,-72098,-34314,-106412,46334,-152746,,,-152746,-55884,,-208630,-151636,,-1110,-208319,,-311,-0.83
1513,中興電,2015Q4,twse,10352334,8256064,2096270,,,2096270,1525146,,571124,150826,721950,173003,548947,,,548947,-104627,,444320,551190,,-2243,448489,,-4169,1.34
1514,亞力,2015Q4,twse,3542976,3083378,459598,0,3128,462726,383887,,78839,55002,133841,15953,117888,,,117888,-31916,,85972,116439,,1449,85277,,695,0.59
1515,力山,2015Q4,twse,3455806,2656263,799543,0,,799543,675841,,123702,33610,157312,29393,127919,,,127919,-54427,,73492,127880,,39,74162,,-670,0.70
1516,川飛,2015Q4,twse,300682,284155,16527,,,16527,14821,0,1706,64950,66656,107,66549,0,,66549,0,,66549,,,,,,,2.91
1517,利奇,2015Q4,twse,3472526,2981394,491132,,,491132,376390,,114742,93140,207882,54145,153737,,,153737,-51296,,102441,138932,,14805,85871,,16570,0.61
1519,華城,2015Q4,twse,5715358,4694034,1021324,,,1021324,698247,,323077,-24067,299010,73745,225265,,,225265,-60924,,164341,225257,,8,164545,,-204,0.86
1521,大億,2015Q4,twse,5731553,4763137,968416,4106,9586,973896,530606,-739,442551,90384,532935,83323,449612,,,449612,-22875,,426737,449612,,,426737,,,5.90
1522,堤維西,2015Q4,twse,15045091,11746651,3298440,400,2130,3300170,2469886,,830284,289479,1119763,249073,870690,0,,870690,-78010,,792680,759391,,111299,670237,,122443,2.43
1524,耿鼎,2015Q4,twse,2485230,2027024,458206,,,458206,307073,,151133,-380141,-229008,-38557,-190451,,,-190451,6640,,-183811,-190451,,,-183811,,,-1.06
1525,江申,2015Q4,twse,1201629,1070978,130651,,,130651,95347,,35304,444553,479857,42641,437216,0,,437216,-58539,,378677,437216,,,378677,,,6.31
1526,日馳,2015Q4,twse,902935,697916,205019,,,205019,132843,,72176,14965,87141,14456,72685,,,72685,-7829,,64856,72685,,,64856,,,1.45
1527,鑽全,2015Q4,twse,3494759,2457297,1037462,,,1037462,346261,,691201,573493,1264694,269323,995371,,,995371,-51464,,943907,,,,,,,6.75
1528,恩德,2015Q4,twse,3136687,2229556,907131,,,907131,974074,,-66943,23805,-43138,-1048,-42090,,,-42090,-51440,,-93530,-41201,,-889,-92541,,-989,-0.24
1529,樂事綠能,2015Q4,twse,83149,73904,9245,,,9245,52219,,-42974,-173153,-216127,-12,-216115,,,-216115,,,-216115,-216081,,-34,-216081,,-34,-0.72
1530,亞崴,2015Q4,twse,3806785,3023515,783270,1168,0,782102,536506,,245596,115144,360740,85300,275440,,,275440,-11113,,264327,274488,,952,265200,,-873,2.98
1531,高林股,2015Q4,twse,2538380,1996084,542296,,,542296,439644,,102652,92394,195046,49767,145279,,,145279,-91172,,54107,145279,,0,54107,,0,0.79
1532,勤美,2015Q4,twse,17389141,13157518,4231623,,,4231623,2034804,9676,2206495,15644,2222139,366930,1855209,,,1855209,-164575,,1690634,1095929,,759280,1044486,,646148,2.80
1533,車王電,2015Q4,twse,2459036,1565040,893996,,,893996,669883,,224113,21113,245226,82511,162715,,,162715,-85818,,76897,162716,,-1,76898,,-1,1.72
1535,中宇,2015Q4,twse,9571216,8705623,865593,,,865593,483330,,382263,202037,584300,75387,508913,,,508913,-97217,,411696,508913,,,411696,,,4.11
1536,和大,2015Q4,twse,5299071,3367851,1931220,,,1931220,646011,,1285209,46193,1331402,243750,1087652,,,1087652,-19447,,1068205,1086435,,1217,1069307,,-1102,4.62
1537,廣隆,2015Q4,twse,6943871,5514093,1429778,,,1429778,461357,,968421,83916,1052337,250732,801605,,,801605,66079,,867684,768824,,32781,834786,,32898,9.42
1538,正峰,2015Q4,twse,757608,644324,113284,,,113284,203772,,-90488,36049,-54439,0,-54439,,,-54439,-12276,,-66715,-54439,,,-66715,,,-0.65
1539,巨庭,2015Q4,twse,2756558,2360511,396047,,,396047,148379,,247668,32303,279971,56687,223284,,,223284,-894,,222390,223284,,,222390,,,3.42
1540,喬福,2015Q4,twse,836945,688536,148409,,,148409,81666,,66743,1575,68318,10383,57935,,,57935,-705,,57230,57929,,6,57224,,6,0.73
1541,錩泰,2015Q4,twse,2887841,2273427,614414,,,614414,316773,,297641,57656,355297,72145,283152,,,283152,3299,,286451,283152,,,286451,,,3.59
1558,伸興,2015Q4,twse,6017442,4468776,1548666,,,1548666,611393,,937273,199974,1137247,268642,868605,,,868605,-12524,,856081,858975,,9630,846451,,9630,14.19
1560,中砂,2015Q4,twse,4046260,2796830,1249430,,,1249430,562839,,686591,19450,706041,122717,583324,,,583324,-37879,,545445,,,,,,,4.14
1563,巧新,2015Q4,twse,6823237,4763215,2060022,,,2060022,674519,,1385503,-161080,1224423,274071,950352,,,950352,-3469,,946883,950450,0,-98,947010,0,-127,4.78
1568,倉佑,2015Q4,twse,2381354,1978994,402360,,,402360,201586,0,200774,-8031,192743,41940,150803,-340,,150463,-4495,,145968,138528,,11935,136353,,9615,1.34
1582,信錦,2015Q4,twse,9466333,7340990,2125343,,,2125343,1053696,,1071647,163973,1235620,444882,790738,,,790738,-96430,,694308,790738,,0,694308,,0,5.28
1583,程泰,2015Q4,twse,7160488,5223030,1937458,,,1937458,1123501,,813957,177223,991180,220280,770900,,,770900,-17732,,753168,621652,,149248,610832,,142336,6.21
1587,吉茂,2015Q4,twse,1436276,1077766,358510,,,358510,275223,,83287,-6154,77133,14110,63023,,,63023,-3240,,59783,63631,,-608,60391,,-608,1.17
1589,永冠-KY,2015Q4,twse,8122470,5454367,2668103,,,2668103,1152195,,1515908,272605,1788513,439390,1349123,,,1349123,-261237,,1087886,1350717,,-1594,1096129,,-8243,12.24
1590,亞德客-KY,2015Q4,twse,8797169,4259821,4537348,,,4537348,2464530,,2072818,-233242,1839576,464490,1375086,,,1375086,-194988,,1180098,1367550,,7536,1171681,,8417,7.64
1597,直得,2015Q4,twse,1021983,715579,306404,,,306404,210248,,96156,-14741,81415,10633,70782,,,70782,-6296,,64486,70782,,,64486,,,1.26
1598,岱宇,2015Q4,twse,4415214,3297684,1117530,,,1117530,877840,-2722,236968,94179,331147,77445,253702,,,253702,-31127,,222575,253702,,,222575,,,3.13
1603,華電,2015Q4,twse,3051353,2772275,279078,,,279078,151413,18170,145835,289582,435417,-10405,445822,0,,445822,-78460,,367362,445806,,16,367342,,20,1.96
1604,聲寶,2015Q4,twse,9765655,7467766,2297889,,,2297889,2092740,,205149,371205,576354,54345,522009,,,522009,-167926,,354083,505342,,16667,338123,,15960,1.00
1605,華新,2015Q4,twse,149338115,143529210,5808905,-650,,5809555,3851811,,1957744,507687,2465431,737299,1728132,,,1728132,-3210351,,-1482219,1601726,,126406,-1604667,,122448,0.45
1608,華榮,2015Q4,twse,8673640,8773056,-99416,,,-99416,178673,,-278089,-124937,-403026,-41139,-361887,,,-361887,-779887,,-1141774,-141519,,-220368,-918764,,-223010,-0.33
1609,大亞,2015Q4,twse,15189555,14715319,474236,,,474236,875571,,-401335,-184162,-585497,-29009,-556488,,,-556488,-60012,,-616500,-542270,,-14218,-599392,,-17108,-0.97
1611,中電,2015Q4,twse,2689618,2053201,636417,0,126,636543,576656,,59887,-25487,34400,22395,12005,0,,12005,-88247,,-76242,13214,,-1209,-75033,,-1209,0.03
1612,宏泰,2015Q4,twse,3157366,3072299,85067,,,85067,174306,,-89239,135388,46149,6552,39597,,,39597,-213784,,-174187,40515,,-918,-173268,,-919,0.13
1614,三洋電,2015Q4,twse,5226639,4222800,1003839,,,1003839,694994,,308845,1389,310234,52357,257877,,,257877,-31635,,226242,256086,,1791,224451,,1791,0.99
1615,大山,2015Q4,twse,2393947,2242232,151715,,,151715,123527,,28188,-4357,23831,7979,15852,,,15852,-2397,,13455,13455,0,2397,13455,0,0,0.14
1616,億泰,2015Q4,twse,3487824,3414938,72886,,,72886,207826,,-134940,492218,357278,165719,191559,,,191559,2350,,193909,191559,,,193909,,,1.01
1617,榮星,2015Q4,twse,2898267,2635584,262683,,,262683,236485,,26198,34274,60472,4354,56118,,,56118,-33661,,22457,55756,,362,22823,,-366,0.39
1618,合機,2015Q4,twse,2314420,2103684,210736,,,210736,106665,,104071,22186,126257,18463,107794,,,107794,-158585,,-50791,107794,,0,-50791,,0,0.45
1626,艾美特-KY,2015Q4,twse,10967669,8891263,2076406,9950,9525,2075981,2138845,,-62864,-59457,-122321,-28279,-94042,,,-94042,-41323,,-135365,-94042,,,-135365,,,-0.77
1702,南僑,2015Q4,twse,15479543,9871293,5608250,,,5608250,3652831,,1955419,-214378,1741041,577080,1163961,,,1163961,-177248,,986713,1112850,,51111,940307,,46406,4.49
1707,葡萄王,2015Q4,twse,7247855,862714,6385141,,,6385141,4572725,,1812416,70188,1882604,335720,1546884,,,1546884,-10061,,1536823,1051652,,495232,1041648,,495175,8.07
1708,東鹼,2015Q4,twse,4594088,3118333,1475755,,,1475755,543214,,932541,-322120,610421,127792,482629,,,482629,83893,,566522,452715,,29914,536673,,29849,2.48
