date,stock_id,name,reason,adjust_from,restore_date,margin_cut,margin_cum,short_raise,short_cum
2017-08-23,1236,宏亞,股價波動過度劇烈,,,1,0,1,0
2017-08-23,1236,宏亞,成交量過度異常,2016-12-16,,1,0,1,0
2017-08-23,1236,宏亞,股權過度集中,,,1,0,1,0
2017-08-23,1236,宏亞,監視第二次處置,,,,,,
2017-08-23,1236,宏亞,,,,1,1,1,1
2017-08-23,1262,綠悅-KY,股價波動過度劇烈,2017-07-19,,1,0,1,0
2017-08-23,1262,綠悅-KY,成交量過度異常,,,1,0,1,0
2017-08-23,1262,綠悅-KY,股權過度集中,,,1,0,1,0
2017-08-23,1262,綠悅-KY,監視第二次處置,,,,,,
2017-08-23,1262,綠悅-KY,,,,1,1,1,1
2017-08-23,1325,恆大,股價波動過度劇烈,,,1,0,1,0
2017-08-23,1325,恆大,成交量過度異常,2017-05-04,,1,0,1,0
2017-08-23,1325,恆大,股權過度集中,,,1,0,1,0
2017-08-23,1325,恆大,監視第二次處置,,,,,,
2017-08-23,1325,恆大,,,,1,1,1,1
2017-08-23,1444,力麗,股價波動過度劇烈,2017-08-08,,1,0,1,0
2017-08-23,1444,力麗,成交量過度異常,,,1,0,1,0
2017-08-23,1444,力麗,股權過度集中,,,1,0,1,0
2017-08-23,1444,力麗,監視第二次處置,,,,,,
2017-08-23,1444,力麗,,,,1,1,1,1
2017-08-23,1470,大統染,股價波動過度劇烈,,,1,0,1,0
2017-08-23,1470,大統染,成交量過度異常,,,1,0,1,0
2017-08-23,1470,大統染,股權過度集中,2011-05-11,,1,0,1,0
2017-08-23,1470,大統染,監視第二次處置,,,,,,
2017-08-23,1470,大統染,,,,1,1,1,1
2017-08-23,1515,力山,股價波動過度劇烈,2017-08-17,,1,0,1,0
2017-08-23,1515,力山,成交量過度異常,,,1,0,1,0
2017-08-23,1515,力山,股權過度集中,,,1,0,1,0
2017-08-23,1515,力山,監視第二次處置,,,,,,
2017-08-23,1515,力山,,,,1,1,1,1
2017-08-23,1526,日馳,股價波動過度劇烈,2017-08-21,,1,0,1,0
2017-08-23,1526,日馳,成交量過度異常,,,1,0,1,0
2017-08-23,1526,日馳,股權過度集中,,,1,0,1,0
2017-08-23,1526,日馳,監視第二次處置,,,,,,
2017-08-23,1526,日馳,,,,1,1,1,1
2017-08-23,1583,程泰,股價波動過度劇烈,,,1,0,1,0
2017-08-23,1583,程泰,成交量過度異常,2017-07-05,,1,0,1,0
2017-08-23,1583,程泰,股權過度集中,,,1,0,1,0
2017-08-23,1583,程泰,監視第二次處置,,,,,,
2017-08-23,1583,程泰,,,,1,1,1,1
2017-08-23,1713,國化,股價波動過度劇烈,,,1,0,1,0
2017-08-23,1713,國化,成交量過度異常,2017-08-23,,1,0,1,0
2017-08-23,1713,國化,股權過度集中,,,1,0,1,0
2017-08-23,1713,國化,監視第二次處置,,,,,,
2017-08-23,1713,國化,,,,1,1,1,1
2017-08-23,1725,元禎,股價波動過度劇烈,,,1,0,1,0
2017-08-23,1725,元禎,成交量過度異常,2017-05-02,,1,0,1,0
2017-08-23,1725,元禎,股權過度集中,,,1,0,1,0
2017-08-23,1725,元禎,監視第二次處置,,,,,,
2017-08-23,1725,元禎,,,,1,1,1,1
2017-08-23,1776,展宇,股價波動過度劇烈,,,1,0,1,0
2017-08-23,1776,展宇,成交量過度異常,2017-05-10,,1,0,1,0
2017-08-23,1776,展宇,股權過度集中,,,1,0,1,0
2017-08-23,1776,展宇,監視第二次處置,,,,,,
2017-08-23,1776,展宇,,,,1,1,1,1
